submission_number,snapshot_id,snapshot_row_number,primary_product_code,metadata_match_status
K251456,FDA_AI_LIST_2026-06-29,272,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243667,FDA_AI_LIST_2026-06-29,273,LNH,MATCH_AFTER_DATE_NORMALIZATION
K251397,FDA_AI_LIST_2026-06-29,274,LNH,MATCH_AFTER_DATE_NORMALIZATION
K243810,FDA_AI_LIST_2026-06-29,275,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250749,FDA_AI_LIST_2026-06-29,276,DQK,MATCH_AFTER_DATE_NORMALIZATION
K243005,FDA_AI_LIST_2026-06-29,277,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250236,FDA_AI_LIST_2026-06-29,278,LNH,MATCH_AFTER_DATE_NORMALIZATION
K243863,FDA_AI_LIST_2026-06-29,279,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN240047,FDA_AI_LIST_2026-06-29,280,SEZ,MATCH_AFTER_DATE_NORMALIZATION
K251406,FDA_AI_LIST_2026-06-29,281,QAS,MATCH_AFTER_DATE_NORMALIZATION
K242830,FDA_AI_LIST_2026-06-29,282,POV,MATCH_AFTER_DATE_NORMALIZATION
K250543,FDA_AI_LIST_2026-06-29,283,IYN,MATCH_AFTER_DATE_NORMALIZATION
K250367,FDA_AI_LIST_2026-06-29,284,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250427,FDA_AI_LIST_2026-06-29,285,QKB,MATCH_AFTER_DATE_NORMALIZATION
K243378,FDA_AI_LIST_2026-06-29,286,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250932,FDA_AI_LIST_2026-06-29,287,DQK,MATCH_AFTER_DATE_NORMALIZATION
K243937,FDA_AI_LIST_2026-06-29,288,IYO,MATCH_AFTER_DATE_NORMALIZATION
K242594,FDA_AI_LIST_2026-06-29,289,IYN,MATCH_AFTER_DATE_NORMALIZATION
K250005,FDA_AI_LIST_2026-06-29,290,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243989,FDA_AI_LIST_2026-06-29,291,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243793,FDA_AI_LIST_2026-06-29,292,IYN,MATCH_AFTER_DATE_NORMALIZATION
K243762,FDA_AI_LIST_2026-06-29,293,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243866,FDA_AI_LIST_2026-06-29,294,SDJ,MATCH_AFTER_DATE_NORMALIZATION
K243122,FDA_AI_LIST_2026-06-29,295,LNH,MATCH_AFTER_DATE_NORMALIZATION
K251276,FDA_AI_LIST_2026-06-29,296,LNH,MATCH_AFTER_DATE_NORMALIZATION
K250370,FDA_AI_LIST_2026-06-29,297,JAK,MATCH_AFTER_DATE_NORMALIZATION
K243617,FDA_AI_LIST_2026-06-29,298,JAK,MATCH_AFTER_DATE_NORMALIZATION
K241671,FDA_AI_LIST_2026-06-29,299,IYN,MATCH_AFTER_DATE_NORMALIZATION
K250086,FDA_AI_LIST_2026-06-29,300,OLO,MATCH_AFTER_DATE_NORMALIZATION
K240554,FDA_AI_LIST_2026-06-29,301,OEB,MATCH_AFTER_DATE_NORMALIZATION
K242437,FDA_AI_LIST_2026-06-29,302,MYN,MATCH_AFTER_DATE_NORMALIZATION
K242624,FDA_AI_LIST_2026-06-29,303,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243812,FDA_AI_LIST_2026-06-29,304,DQK,MATCH_AFTER_DATE_NORMALIZATION
K242388,FDA_AI_LIST_2026-06-29,305,POV,MATCH_AFTER_DATE_NORMALIZATION
K251110,FDA_AI_LIST_2026-06-29,306,IYN,MATCH_AFTER_DATE_NORMALIZATION
K251126,FDA_AI_LIST_2026-06-29,307,QNP,MATCH_AFTER_DATE_NORMALIZATION
K243230,FDA_AI_LIST_2026-06-29,308,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250226,FDA_AI_LIST_2026-06-29,309,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243684,FDA_AI_LIST_2026-06-29,310,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243893,FDA_AI_LIST_2026-06-29,311,MYN,MATCH_AFTER_DATE_NORMALIZATION
K251071,FDA_AI_LIST_2026-06-29,312,POK,MATCH_AFTER_DATE_NORMALIZATION
K242583,FDA_AI_LIST_2026-06-29,313,DSH,MATCH_AFTER_DATE_NORMALIZATION
K250087,FDA_AI_LIST_2026-06-29,314,IYN,MATCH_AFTER_DATE_NORMALIZATION
P230022,FDA_AI_LIST_2026-06-29,315,MVK,MATCH_AFTER_DATE_NORMALIZATION
K250328,FDA_AI_LIST_2026-06-29,316,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243376,FDA_AI_LIST_2026-06-29,317,OWB,MATCH_AFTER_DATE_NORMALIZATION
K243239,FDA_AI_LIST_2026-06-29,318,MYN,MATCH_AFTER_DATE_NORMALIZATION
K250831,FDA_AI_LIST_2026-06-29,319,QFM,MATCH_AFTER_DATE_NORMALIZATION
K243651,FDA_AI_LIST_2026-06-29,320,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K243878,FDA_AI_LIST_2026-06-29,321,QER,MATCH_AFTER_DATE_NORMALIZATION
K242129,FDA_AI_LIST_2026-06-29,322,DQK,MATCH_AFTER_DATE_NORMALIZATION
K242500,FDA_AI_LIST_2026-06-29,323,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243853,FDA_AI_LIST_2026-06-29,324,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250650,FDA_AI_LIST_2026-06-29,325,JAK,MATCH_AFTER_DATE_NORMALIZATION
K250416,FDA_AI_LIST_2026-06-29,326,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243558,FDA_AI_LIST_2026-06-29,327,QPF,MATCH_AFTER_DATE_NORMALIZATION
K242748,FDA_AI_LIST_2026-06-29,328,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K242600,FDA_AI_LIST_2026-06-29,329,MYN,MATCH_AFTER_DATE_NORMALIZATION
K243145,FDA_AI_LIST_2026-06-29,330,QAS,MATCH_AFTER_DATE_NORMALIZATION
K250177,FDA_AI_LIST_2026-06-29,331,IYN,MATCH_AFTER_DATE_NORMALIZATION
K250754,FDA_AI_LIST_2026-06-29,332,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243743,FDA_AI_LIST_2026-06-29,333,OMB,MATCH_AFTER_DATE_NORMALIZATION
K242295,FDA_AI_LIST_2026-06-29,334,KGI,MATCH_AFTER_DATE_NORMALIZATION
K243567,FDA_AI_LIST_2026-06-29,335,PHZ,MATCH_AFTER_DATE_NORMALIZATION
K242807,FDA_AI_LIST_2026-06-29,336,QJU,MATCH_AFTER_DATE_NORMALIZATION
K240398,FDA_AI_LIST_2026-06-29,337,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K243769,FDA_AI_LIST_2026-06-29,338,QHA,MATCH_AFTER_DATE_NORMALIZATION
K241982,FDA_AI_LIST_2026-06-29,339,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242551,FDA_AI_LIST_2026-06-29,340,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241984,FDA_AI_LIST_2026-06-29,341,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242925,FDA_AI_LIST_2026-06-29,342,QKB,MATCH_AFTER_DATE_NORMALIZATION
K242166,FDA_AI_LIST_2026-06-29,343,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242745,FDA_AI_LIST_2026-06-29,344,QKB,MATCH_AFTER_DATE_NORMALIZATION
K243038,FDA_AI_LIST_2026-06-29,345,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242919,FDA_AI_LIST_2026-06-29,346,OEB,MATCH_AFTER_DATE_NORMALIZATION
K243891,FDA_AI_LIST_2026-06-29,347,QPF,MATCH_AFTER_DATE_NORMALIZATION
K243831,FDA_AI_LIST_2026-06-29,348,MYN,MATCH_AFTER_DATE_NORMALIZATION
K243808,FDA_AI_LIST_2026-06-29,349,QFM,MATCH_AFTER_DATE_NORMALIZATION
K250186,FDA_AI_LIST_2026-06-29,350,MAX,MATCH_AFTER_DATE_NORMALIZATION
K241961,FDA_AI_LIST_2026-06-29,351,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243292,FDA_AI_LIST_2026-06-29,352,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K243689,FDA_AI_LIST_2026-06-29,353,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250042,FDA_AI_LIST_2026-06-29,354,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242683,FDA_AI_LIST_2026-06-29,355,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K243862,FDA_AI_LIST_2026-06-29,356,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250379,FDA_AI_LIST_2026-06-29,357,LNH,MATCH_AFTER_DATE_NORMALIZATION
K241960,FDA_AI_LIST_2026-06-29,358,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K242323,FDA_AI_LIST_2026-06-29,359,QZB,MATCH_AFTER_DATE_NORMALIZATION
K250255,FDA_AI_LIST_2026-06-29,360,SBF,MATCH_AFTER_DATE_NORMALIZATION
K241725,FDA_AI_LIST_2026-06-29,361,MYN,MATCH_AFTER_DATE_NORMALIZATION
K242338,FDA_AI_LIST_2026-06-29,362,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243331,FDA_AI_LIST_2026-06-29,363,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241770,FDA_AI_LIST_2026-06-29,364,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K243933,FDA_AI_LIST_2026-06-29,365,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243235,FDA_AI_LIST_2026-06-29,366,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243611,FDA_AI_LIST_2026-06-29,367,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241922,FDA_AI_LIST_2026-06-29,368,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242798,FDA_AI_LIST_2026-06-29,369,BZQ,MATCH_AFTER_DATE_NORMALIZATION
K241620,FDA_AI_LIST_2026-06-29,370,MYN,MATCH_AFTER_DATE_NORMALIZATION
K241546,FDA_AI_LIST_2026-06-29,371,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K241222,FDA_AI_LIST_2026-06-29,372,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242967,FDA_AI_LIST_2026-06-29,373,SDY,MATCH_AFTER_DATE_NORMALIZATION
K243446,FDA_AI_LIST_2026-06-29,374,OWB,MATCH_AFTER_DATE_NORMALIZATION
K242822,FDA_AI_LIST_2026-06-29,375,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K242994,FDA_AI_LIST_2026-06-29,376,QKB,MATCH_AFTER_DATE_NORMALIZATION
K242838,FDA_AI_LIST_2026-06-29,377,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K242607,FDA_AI_LIST_2026-06-29,378,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243614,FDA_AI_LIST_2026-06-29,379,POK,MATCH_AFTER_DATE_NORMALIZATION
K242821,FDA_AI_LIST_2026-06-29,380,QAS,MATCH_AFTER_DATE_NORMALIZATION
K242447,FDA_AI_LIST_2026-06-29,381,OLV,MATCH_AFTER_DATE_NORMALIZATION
K242240,FDA_AI_LIST_2026-06-29,382,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K250248,FDA_AI_LIST_2026-06-29,383,QAS,MATCH_AFTER_DATE_NORMALIZATION
K243294,FDA_AI_LIST_2026-06-29,384,POK,MATCH_AFTER_DATE_NORMALIZATION
K243696,FDA_AI_LIST_2026-06-29,385,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243702,FDA_AI_LIST_2026-06-29,386,IYN,MATCH_AFTER_DATE_NORMALIZATION
K243523,FDA_AI_LIST_2026-06-29,387,JAK,MATCH_AFTER_DATE_NORMALIZATION
K243250,FDA_AI_LIST_2026-06-29,388,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243628,FDA_AI_LIST_2026-06-29,389,IYN,MATCH_AFTER_DATE_NORMALIZATION
K243620,FDA_AI_LIST_2026-06-29,390,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241659,FDA_AI_LIST_2026-06-29,391,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243794,FDA_AI_LIST_2026-06-29,392,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241593,FDA_AI_LIST_2026-06-29,393,QIH,MATCH_AFTER_DATE_NORMALIZATION
K250035,FDA_AI_LIST_2026-06-29,394,QKB,MATCH_AFTER_DATE_NORMALIZATION
K243268,FDA_AI_LIST_2026-06-29,395,MNR,MATCH_AFTER_DATE_NORMALIZATION
K241292,FDA_AI_LIST_2026-06-29,396,KWS,MATCH_AFTER_DATE_NORMALIZATION
K243042,FDA_AI_LIST_2026-06-29,397,GEH,MATCH_AFTER_DATE_NORMALIZATION
K244027,FDA_AI_LIST_2026-06-29,398,MNR,MATCH_AFTER_DATE_NORMALIZATION
K243229,FDA_AI_LIST_2026-06-29,399,JAK,MATCH_AFTER_DATE_NORMALIZATION
K243657,FDA_AI_LIST_2026-06-29,400,HAW,MATCH_AFTER_DATE_NORMALIZATION
K244023,FDA_AI_LIST_2026-06-29,401,QNP,MATCH_AFTER_DATE_NORMALIZATION
K241232,FDA_AI_LIST_2026-06-29,402,QPN,MATCH_AFTER_DATE_NORMALIZATION
K243158,FDA_AI_LIST_2026-06-29,403,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243350,FDA_AI_LIST_2026-06-29,404,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243955,FDA_AI_LIST_2026-06-29,405,QHE,MATCH_AFTER_DATE_NORMALIZATION
K242825,FDA_AI_LIST_2026-06-29,406,LNH,MATCH_AFTER_DATE_NORMALIZATION
K242171,FDA_AI_LIST_2026-06-29,407,QBS,MATCH_AFTER_DATE_NORMALIZATION
K241949,FDA_AI_LIST_2026-06-29,408,IYN,MATCH_AFTER_DATE_NORMALIZATION
K242522,FDA_AI_LIST_2026-06-29,409,MYN,MATCH_AFTER_DATE_NORMALIZATION
K243065,FDA_AI_LIST_2026-06-29,410,QJU,MATCH_AFTER_DATE_NORMALIZATION
K241166,FDA_AI_LIST_2026-06-29,411,JAK,MATCH_AFTER_DATE_NORMALIZATION
K241200,FDA_AI_LIST_2026-06-29,412,JAK,MATCH_AFTER_DATE_NORMALIZATION
K243950,FDA_AI_LIST_2026-06-29,413,SBF,MATCH_AFTER_DATE_NORMALIZATION
K241009,FDA_AI_LIST_2026-06-29,414,HGM,MATCH_AFTER_DATE_NORMALIZATION
K241891,FDA_AI_LIST_2026-06-29,415,QWO,MATCH_AFTER_DATE_NORMALIZATION
K241676,FDA_AI_LIST_2026-06-29,416,PRE,MATCH_AFTER_DATE_NORMALIZATION
K243335,FDA_AI_LIST_2026-06-29,417,LNH,MATCH_AFTER_DATE_NORMALIZATION
K241079,FDA_AI_LIST_2026-06-29,418,JAK,MATCH_AFTER_DATE_NORMALIZATION
K242488,FDA_AI_LIST_2026-06-29,419,JAA,MATCH_AFTER_DATE_NORMALIZATION
K243481,FDA_AI_LIST_2026-06-29,420,OLO,MATCH_AFTER_DATE_NORMALIZATION
K242123,FDA_AI_LIST_2026-06-29,421,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K241350,FDA_AI_LIST_2026-06-29,422,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K243363,FDA_AI_LIST_2026-06-29,423,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241696,FDA_AI_LIST_2026-06-29,424,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242334,FDA_AI_LIST_2026-06-29,425,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242480,FDA_AI_LIST_2026-06-29,426,HAW,MATCH_AFTER_DATE_NORMALIZATION
K242403,FDA_AI_LIST_2026-06-29,427,JAK,MATCH_AFTER_DATE_NORMALIZATION
K242168,FDA_AI_LIST_2026-06-29,428,IYN,MATCH_AFTER_DATE_NORMALIZATION
K242362,FDA_AI_LIST_2026-06-29,429,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K243705,FDA_AI_LIST_2026-06-29,430,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242270,FDA_AI_LIST_2026-06-29,431,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242467,FDA_AI_LIST_2026-06-29,432,QWO,MATCH_AFTER_DATE_NORMALIZATION
K243688,FDA_AI_LIST_2026-06-29,433,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K240793,FDA_AI_LIST_2026-06-29,434,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242020,FDA_AI_LIST_2026-06-29,435,IYN,MATCH_AFTER_DATE_NORMALIZATION
K243538,FDA_AI_LIST_2026-06-29,436,KPS,MATCH_AFTER_DATE_NORMALIZATION
K243548,FDA_AI_LIST_2026-06-29,437,QFM,MATCH_AFTER_DATE_NORMALIZATION
K242461,FDA_AI_LIST_2026-06-29,438,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242511,FDA_AI_LIST_2026-06-29,439,IYN,MATCH_AFTER_DATE_NORMALIZATION
K242729,FDA_AI_LIST_2026-06-29,440,QKB,MATCH_AFTER_DATE_NORMALIZATION
K241543,FDA_AI_LIST_2026-06-29,441,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241923,FDA_AI_LIST_2026-06-29,442,QAS,MATCH_AFTER_DATE_NORMALIZATION
K240680,FDA_AI_LIST_2026-06-29,443,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240926,FDA_AI_LIST_2026-06-29,444,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K241197,FDA_AI_LIST_2026-06-29,445,DQK,MATCH_AFTER_DATE_NORMALIZATION
K242188,FDA_AI_LIST_2026-06-29,446,JAK,MATCH_AFTER_DATE_NORMALIZATION
K240645,FDA_AI_LIST_2026-06-29,447,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242444,FDA_AI_LIST_2026-06-29,448,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241390,FDA_AI_LIST_2026-06-29,449,OMB,MATCH_AFTER_DATE_NORMALIZATION
K241831,FDA_AI_LIST_2026-06-29,450,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K242203,FDA_AI_LIST_2026-06-29,451,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242094,FDA_AI_LIST_2026-06-29,452,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K242359,FDA_AI_LIST_2026-06-29,453,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242523,FDA_AI_LIST_2026-06-29,454,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241633,FDA_AI_LIST_2026-06-29,455,QME,MATCH_AFTER_DATE_NORMALIZATION
K241747,FDA_AI_LIST_2026-06-29,456,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K242130,FDA_AI_LIST_2026-06-29,457,POK,MATCH_AFTER_DATE_NORMALIZATION
K241439,FDA_AI_LIST_2026-06-29,458,QFM,MATCH_AFTER_DATE_NORMALIZATION
K242800,FDA_AI_LIST_2026-06-29,459,IYN,MATCH_AFTER_DATE_NORMALIZATION
K242062,FDA_AI_LIST_2026-06-29,460,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K240860,FDA_AI_LIST_2026-06-29,461,SDJ,MATCH_AFTER_DATE_NORMALIZATION
K242342,FDA_AI_LIST_2026-06-29,462,POK,MATCH_AFTER_DATE_NORMALIZATION
K240417,FDA_AI_LIST_2026-06-29,463,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K241719,FDA_AI_LIST_2026-06-29,464,QAS,MATCH_AFTER_DATE_NORMALIZATION
K240712,FDA_AI_LIST_2026-06-29,465,QBS,MATCH_AFTER_DATE_NORMALIZATION
K241312,FDA_AI_LIST_2026-06-29,466,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241108,FDA_AI_LIST_2026-06-29,467,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243189,FDA_AI_LIST_2026-06-29,468,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242215,FDA_AI_LIST_2026-06-29,469,QIH,MATCH_AFTER_DATE_NORMALIZATION
K243209,FDA_AI_LIST_2026-06-29,470,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K241490,FDA_AI_LIST_2026-06-29,471,QKB,MATCH_AFTER_DATE_NORMALIZATION
K242837,FDA_AI_LIST_2026-06-29,472,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241242,FDA_AI_LIST_2026-06-29,473,LNH,MATCH_AFTER_DATE_NORMALIZATION
K240408,FDA_AI_LIST_2026-06-29,474,OMB,MATCH_AFTER_DATE_NORMALIZATION
K241481,FDA_AI_LIST_2026-06-29,475,SBF,MATCH_AFTER_DATE_NORMALIZATION
K242781,FDA_AI_LIST_2026-06-29,476,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241971,FDA_AI_LIST_2026-06-29,477,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241430,FDA_AI_LIST_2026-06-29,478,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241837,FDA_AI_LIST_2026-06-29,479,QKB,MATCH_AFTER_DATE_NORMALIZATION
K240980,FDA_AI_LIST_2026-06-29,480,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241029,FDA_AI_LIST_2026-06-29,481,IYO,MATCH_AFTER_DATE_NORMALIZATION
K242652,FDA_AI_LIST_2026-06-29,482,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K241245,FDA_AI_LIST_2026-06-29,483,POK,MATCH_AFTER_DATE_NORMALIZATION
K240553,FDA_AI_LIST_2026-06-29,484,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242005,FDA_AI_LIST_2026-06-29,485,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241561,FDA_AI_LIST_2026-06-29,486,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240943,FDA_AI_LIST_2026-06-29,487,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241331,FDA_AI_LIST_2026-06-29,488,LNH,MATCH_AFTER_DATE_NORMALIZATION
K240993,FDA_AI_LIST_2026-06-29,489,OMB,MATCH_AFTER_DATE_NORMALIZATION
K240369,FDA_AI_LIST_2026-06-29,490,JAK,MATCH_AFTER_DATE_NORMALIZATION
K241480,FDA_AI_LIST_2026-06-29,491,QAS,MATCH_AFTER_DATE_NORMALIZATION
K242292,FDA_AI_LIST_2026-06-29,492,QAS,MATCH_AFTER_DATE_NORMALIZATION
K240013,FDA_AI_LIST_2026-06-29,493,QUO,MATCH_AFTER_DATE_NORMALIZATION
P140011/S008,FDA_AI_LIST_2026-06-29,494,OTE,MATCH_AFTER_DATE_NORMALIZATION
K240036,FDA_AI_LIST_2026-06-29,495,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240929,FDA_AI_LIST_2026-06-29,496,QZW,MATCH_AFTER_DATE_NORMALIZATION
K241280,FDA_AI_LIST_2026-06-29,497,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240942,FDA_AI_LIST_2026-06-29,498,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241582,FDA_AI_LIST_2026-06-29,499,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241380,FDA_AI_LIST_2026-06-29,500,IYN,MATCH_AFTER_DATE_NORMALIZATION
K240094,FDA_AI_LIST_2026-06-29,501,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240791,FDA_AI_LIST_2026-06-29,502,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241681,FDA_AI_LIST_2026-06-29,503,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240697,FDA_AI_LIST_2026-06-29,504,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K240411,FDA_AI_LIST_2026-06-29,505,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233998,FDA_AI_LIST_2026-06-29,506,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K233977,FDA_AI_LIST_2026-06-29,507,IYO,MATCH_AFTER_DATE_NORMALIZATION
K240003,FDA_AI_LIST_2026-06-29,508,MYN,MATCH_AFTER_DATE_NORMALIZATION
K241847,FDA_AI_LIST_2026-06-29,509,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241585,FDA_AI_LIST_2026-06-29,510,KPS,MATCH_AFTER_DATE_NORMALIZATION
K242300,FDA_AI_LIST_2026-06-29,511,QIH,MATCH_AFTER_DATE_NORMALIZATION
K242275,FDA_AI_LIST_2026-06-29,512,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233826,FDA_AI_LIST_2026-06-29,513,IYN,MATCH_AFTER_DATE_NORMALIZATION
K241684,FDA_AI_LIST_2026-06-29,514,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241098,FDA_AI_LIST_2026-06-29,515,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240290,FDA_AI_LIST_2026-06-29,516,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K241496,FDA_AI_LIST_2026-06-29,517,LNH,MATCH_AFTER_DATE_NORMALIZATION
K240200,FDA_AI_LIST_2026-06-29,518,PZP,MATCH_AFTER_DATE_NORMALIZATION
K241440,FDA_AI_LIST_2026-06-29,519,JAK,MATCH_AFTER_DATE_NORMALIZATION
K240740,FDA_AI_LIST_2026-06-29,520,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233755,FDA_AI_LIST_2026-06-29,521,DQK,MATCH_AFTER_DATE_NORMALIZATION
K241596,FDA_AI_LIST_2026-06-29,522,KPS,MATCH_AFTER_DATE_NORMALIZATION
K241211,FDA_AI_LIST_2026-06-29,523,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241429,FDA_AI_LIST_2026-06-29,524,LNH,MATCH_AFTER_DATE_NORMALIZATION
K242054,FDA_AI_LIST_2026-06-29,525,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233822,FDA_AI_LIST_2026-06-29,526,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241665,FDA_AI_LIST_2026-06-29,527,KPS,MATCH_AFTER_DATE_NORMALIZATION
K233992,FDA_AI_LIST_2026-06-29,528,QHE,MATCH_AFTER_DATE_NORMALIZATION
K240953,FDA_AI_LIST_2026-06-29,529,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233984,FDA_AI_LIST_2026-06-29,530,QMS,MATCH_AFTER_DATE_NORMALIZATION
K234141,FDA_AI_LIST_2026-06-29,531,POK,MATCH_AFTER_DATE_NORMALIZATION
K233731,FDA_AI_LIST_2026-06-29,532,JAK,MATCH_AFTER_DATE_NORMALIZATION
K240301,FDA_AI_LIST_2026-06-29,533,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K241887,FDA_AI_LIST_2026-06-29,534,QNP,MATCH_AFTER_DATE_NORMALIZATION
K240044,FDA_AI_LIST_2026-06-29,535,QNP,MATCH_AFTER_DATE_NORMALIZATION
K240704,FDA_AI_LIST_2026-06-29,536,IYN,MATCH_AFTER_DATE_NORMALIZATION
K240845,FDA_AI_LIST_2026-06-29,537,QBS,MATCH_AFTER_DATE_NORMALIZATION
K241121,FDA_AI_LIST_2026-06-29,538,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K240944,FDA_AI_LIST_2026-06-29,539,LNH,MATCH_AFTER_DATE_NORMALIZATION
K240285,FDA_AI_LIST_2026-06-29,540,MNR,MATCH_AFTER_DATE_NORMALIZATION
K234009,FDA_AI_LIST_2026-06-29,541,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233457,FDA_AI_LIST_2026-06-29,542,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241727,FDA_AI_LIST_2026-06-29,543,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241329,FDA_AI_LIST_2026-06-29,544,QIH,MATCH_AFTER_DATE_NORMALIZATION
