submission_number,snapshot_id,snapshot_row_number,primary_product_code,metadata_match_status
K223734,FDA_AI_LIST_2026-06-29,817,PGW,MATCH_AFTER_DATE_NORMALIZATION
K230552,FDA_AI_LIST_2026-06-29,818,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230553,FDA_AI_LIST_2026-06-29,819,MXD,MATCH_AFTER_DATE_NORMALIZATION
K230223,FDA_AI_LIST_2026-06-29,820,JAK,MATCH_AFTER_DATE_NORMALIZATION
K222676,FDA_AI_LIST_2026-06-29,821,QIH,MATCH_AFTER_DATE_NORMALIZATION
K230084,FDA_AI_LIST_2026-06-29,822,IYN,MATCH_AFTER_DATE_NORMALIZATION
K223501,FDA_AI_LIST_2026-06-29,823,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223287,FDA_AI_LIST_2026-06-29,824,IYO,MATCH_AFTER_DATE_NORMALIZATION
K230807,FDA_AI_LIST_2026-06-29,825,JAK,MATCH_AFTER_DATE_NORMALIZATION
K230023,FDA_AI_LIST_2026-06-29,826,QKB,MATCH_AFTER_DATE_NORMALIZATION
K223552,FDA_AI_LIST_2026-06-29,827,HAW,MATCH_AFTER_DATE_NORMALIZATION
K230772,FDA_AI_LIST_2026-06-29,828,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230685,FDA_AI_LIST_2026-06-29,829,QKB,MATCH_AFTER_DATE_NORMALIZATION
K230264,FDA_AI_LIST_2026-06-29,830,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K213986,FDA_AI_LIST_2026-06-29,831,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223830,FDA_AI_LIST_2026-06-29,832,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230658,FDA_AI_LIST_2026-06-29,833,QNP,MATCH_AFTER_DATE_NORMALIZATION
K230575,FDA_AI_LIST_2026-06-29,834,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K222360,FDA_AI_LIST_2026-06-29,835,JAK,MATCH_AFTER_DATE_NORMALIZATION
K223458,FDA_AI_LIST_2026-06-29,836,LNH,MATCH_AFTER_DATE_NORMALIZATION
K223774,FDA_AI_LIST_2026-06-29,837,QKB,MATCH_AFTER_DATE_NORMALIZATION
K223630,FDA_AI_LIST_2026-06-29,838,MXD,MATCH_AFTER_DATE_NORMALIZATION
K223240,FDA_AI_LIST_2026-06-29,839,QAS,MATCH_AFTER_DATE_NORMALIZATION
K220068,FDA_AI_LIST_2026-06-29,840,IYO,MATCH_AFTER_DATE_NORMALIZATION
K213272,FDA_AI_LIST_2026-06-29,841,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN200011,FDA_AI_LIST_2026-06-29,842,QVT,MATCH_AFTER_DATE_NORMALIZATION
K222312,FDA_AI_LIST_2026-06-29,843,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K221921,FDA_AI_LIST_2026-06-29,844,MYN,MATCH_AFTER_DATE_NORMALIZATION
K222174,FDA_AI_LIST_2026-06-29,845,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222179,FDA_AI_LIST_2026-06-29,846,QFM,MATCH_AFTER_DATE_NORMALIZATION
K222268,FDA_AI_LIST_2026-06-29,847,QFM,MATCH_AFTER_DATE_NORMALIZATION
K223343,FDA_AI_LIST_2026-06-29,848,LNH,MATCH_AFTER_DATE_NORMALIZATION
K222746,FDA_AI_LIST_2026-06-29,849,MYN,MATCH_AFTER_DATE_NORMALIZATION
K222036,FDA_AI_LIST_2026-06-29,850,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223490,FDA_AI_LIST_2026-06-29,851,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K223443,FDA_AI_LIST_2026-06-29,852,QFM,MATCH_AFTER_DATE_NORMALIZATION
K223073,FDA_AI_LIST_2026-06-29,853,DRG,MATCH_AFTER_DATE_NORMALIZATION
K221772,FDA_AI_LIST_2026-06-29,854,GYD,MATCH_AFTER_DATE_NORMALIZATION
K223325,FDA_AI_LIST_2026-06-29,855,KPS,MATCH_AFTER_DATE_NORMALIZATION
K223514,FDA_AI_LIST_2026-06-29,856,JAK,MATCH_AFTER_DATE_NORMALIZATION
K221706,FDA_AI_LIST_2026-06-29,857,QKB,MATCH_AFTER_DATE_NORMALIZATION
K223726,FDA_AI_LIST_2026-06-29,858,JAK,MATCH_AFTER_DATE_NORMALIZATION
K222819,FDA_AI_LIST_2026-06-29,859,JAK,MATCH_AFTER_DATE_NORMALIZATION
K222176,FDA_AI_LIST_2026-06-29,860,QBS,MATCH_AFTER_DATE_NORMALIZATION
K222884,FDA_AI_LIST_2026-06-29,861,QAS,MATCH_AFTER_DATE_NORMALIZATION
K221680,FDA_AI_LIST_2026-06-29,862,LLZ,MATCH_AFTER_DATE_NORMALIZATION
DEN220063,FDA_AI_LIST_2026-06-29,863,QVD,MATCH_AFTER_DATE_NORMALIZATION
K221592,FDA_AI_LIST_2026-06-29,864,OEB,MATCH_AFTER_DATE_NORMALIZATION
K222579,FDA_AI_LIST_2026-06-29,865,MNR,MATCH_AFTER_DATE_NORMALIZATION
K221564,FDA_AI_LIST_2026-06-29,866,POK,MATCH_AFTER_DATE_NORMALIZATION
K230197,FDA_AI_LIST_2026-06-29,867,QIH,MATCH_AFTER_DATE_NORMALIZATION
K230208,FDA_AI_LIST_2026-06-29,868,LNH,MATCH_AFTER_DATE_NORMALIZATION
DEN210022,FDA_AI_LIST_2026-06-29,869,QVE,MATCH_AFTER_DATE_NORMALIZATION
K223028,FDA_AI_LIST_2026-06-29,870,JAK,MATCH_AFTER_DATE_NORMALIZATION
K222755,FDA_AI_LIST_2026-06-29,871,LNH,MATCH_AFTER_DATE_NORMALIZATION
K222389,FDA_AI_LIST_2026-06-29,872,DQK,MATCH_AFTER_DATE_NORMALIZATION
K223439,FDA_AI_LIST_2026-06-29,873,LNH,MATCH_AFTER_DATE_NORMALIZATION
K223387,FDA_AI_LIST_2026-06-29,874,IYN,MATCH_AFTER_DATE_NORMALIZATION
K223296,FDA_AI_LIST_2026-06-29,875,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222803,FDA_AI_LIST_2026-06-29,876,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K222970,FDA_AI_LIST_2026-06-29,877,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223396,FDA_AI_LIST_2026-06-29,878,QIH,MATCH_AFTER_DATE_NORMALIZATION
K230020,FDA_AI_LIST_2026-06-29,879,QFM,MATCH_AFTER_DATE_NORMALIZATION
K221868,FDA_AI_LIST_2026-06-29,880,QFM,MATCH_AFTER_DATE_NORMALIZATION
K222406,FDA_AI_LIST_2026-06-29,881,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223516,FDA_AI_LIST_2026-06-29,882,DQK,MATCH_AFTER_DATE_NORMALIZATION
K222593,FDA_AI_LIST_2026-06-29,883,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K223502,FDA_AI_LIST_2026-06-29,884,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K222458,FDA_AI_LIST_2026-06-29,885,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K223738,FDA_AI_LIST_2026-06-29,886,GXY,MATCH_AFTER_DATE_NORMALIZATION
K214036,FDA_AI_LIST_2026-06-29,887,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223442,FDA_AI_LIST_2026-06-29,888,LNH,MATCH_AFTER_DATE_NORMALIZATION
K223311,FDA_AI_LIST_2026-06-29,889,JAK,MATCH_AFTER_DATE_NORMALIZATION
K220928,FDA_AI_LIST_2026-06-29,890,MYN,MATCH_AFTER_DATE_NORMALIZATION
K223268,FDA_AI_LIST_2026-06-29,891,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222275,FDA_AI_LIST_2026-06-29,892,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223247,FDA_AI_LIST_2026-06-29,893,LNH,MATCH_AFTER_DATE_NORMALIZATION
K222692,FDA_AI_LIST_2026-06-29,894,QFM,MATCH_AFTER_DATE_NORMALIZATION
K220786,FDA_AI_LIST_2026-06-29,895,DQK,MATCH_AFTER_DATE_NORMALIZATION
K221624,FDA_AI_LIST_2026-06-29,896,POK,MATCH_AFTER_DATE_NORMALIZATION
K221716,FDA_AI_LIST_2026-06-29,897,QAS,MATCH_AFTER_DATE_NORMALIZATION
K223032,FDA_AI_LIST_2026-06-29,898,QIH,MATCH_AFTER_DATE_NORMALIZATION
K221330,FDA_AI_LIST_2026-06-29,899,QAS,MATCH_AFTER_DATE_NORMALIZATION
K221762,FDA_AI_LIST_2026-06-29,900,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222428,FDA_AI_LIST_2026-06-29,901,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220408,FDA_AI_LIST_2026-06-29,902,QKB,MATCH_AFTER_DATE_NORMALIZATION
K221183,FDA_AI_LIST_2026-06-29,903,PIB,MATCH_AFTER_DATE_NORMALIZATION
K221552,FDA_AI_LIST_2026-06-29,904,QFM,MATCH_AFTER_DATE_NORMALIZATION
P210015,FDA_AI_LIST_2026-06-29,905,MKJ,MATCH_AFTER_DATE_NORMALIZATION
K220332,FDA_AI_LIST_2026-06-29,906,LNH,MATCH_AFTER_DATE_NORMALIZATION
K222070,FDA_AI_LIST_2026-06-29,907,OWB,MATCH_AFTER_DATE_NORMALIZATION
K223042,FDA_AI_LIST_2026-06-29,908,QAS,MATCH_AFTER_DATE_NORMALIZATION
K222361,FDA_AI_LIST_2026-06-29,909,JAK,MATCH_AFTER_DATE_NORMALIZATION
K221632,FDA_AI_LIST_2026-06-29,910,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN220024,FDA_AI_LIST_2026-06-29,911,QRG,MATCH_AFTER_DATE_AND_COMPANY_TRIM
K213857,FDA_AI_LIST_2026-06-29,912,PJA,MATCH_AFTER_DATE_NORMALIZATION
K221305,FDA_AI_LIST_2026-06-29,913,QKB,MATCH_AFTER_DATE_NORMALIZATION
K220709,FDA_AI_LIST_2026-06-29,914,QAS,MATCH_AFTER_DATE_NORMALIZATION
K221449,FDA_AI_LIST_2026-06-29,915,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K221892,FDA_AI_LIST_2026-06-29,916,BXQ,MATCH_AFTER_DATE_NORMALIZATION
K211611,FDA_AI_LIST_2026-06-29,917,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220080,FDA_AI_LIST_2026-06-29,918,QFM,MATCH_AFTER_DATE_NORMALIZATION
K222329,FDA_AI_LIST_2026-06-29,919,QAS,MATCH_AFTER_DATE_NORMALIZATION
K221738,FDA_AI_LIST_2026-06-29,920,QIH,MATCH_AFTER_DATE_NORMALIZATION
K221179,FDA_AI_LIST_2026-06-29,921,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K213353,FDA_AI_LIST_2026-06-29,922,MYN,MATCH_AFTER_DATE_NORMALIZATION
K221733,FDA_AI_LIST_2026-06-29,923,LNH,MATCH_AFTER_DATE_NORMALIZATION
K221456,FDA_AI_LIST_2026-06-29,924,QAS,MATCH_AFTER_DATE_NORMALIZATION
K220986,FDA_AI_LIST_2026-06-29,925,JAK,MATCH_AFTER_DATE_NORMALIZATION
K222076,FDA_AI_LIST_2026-06-29,926,QFM,MATCH_AFTER_DATE_NORMALIZATION
K220783,FDA_AI_LIST_2026-06-29,927,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K213960,FDA_AI_LIST_2026-06-29,928,LNH,MATCH_AFTER_DATE_NORMALIZATION
K221241,FDA_AI_LIST_2026-06-29,929,QFM,MATCH_AFTER_DATE_NORMALIZATION
K221100,FDA_AI_LIST_2026-06-29,930,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222277,FDA_AI_LIST_2026-06-29,931,QAS,MATCH_AFTER_DATE_NORMALIZATION
K211841,FDA_AI_LIST_2026-06-29,932,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K221962,FDA_AI_LIST_2026-06-29,933,MXD,MATCH_AFTER_DATE_NORMALIZATION
K220598,FDA_AI_LIST_2026-06-29,934,QKB,MATCH_AFTER_DATE_NORMALIZATION
K221599,FDA_AI_LIST_2026-06-29,935,IYN,MATCH_AFTER_DATE_NORMALIZATION
K222172,FDA_AI_LIST_2026-06-29,936,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220349,FDA_AI_LIST_2026-06-29,937,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K213686,FDA_AI_LIST_2026-06-29,938,QNP,MATCH_AFTER_DATE_NORMALIZATION
K213713,FDA_AI_LIST_2026-06-29,939,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213645,FDA_AI_LIST_2026-06-29,940,QIH,MATCH_AFTER_DATE_NORMALIZATION
K221432,FDA_AI_LIST_2026-06-29,941,QIH,MATCH_AFTER_DATE_NORMALIZATION
K221347,FDA_AI_LIST_2026-06-29,942,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K213760,FDA_AI_LIST_2026-06-29,943,KGI,MATCH_AFTER_DATE_NORMALIZATION
K220961,FDA_AI_LIST_2026-06-29,944,JAK,MATCH_AFTER_DATE_NORMALIZATION
K221923,FDA_AI_LIST_2026-06-29,945,LNH,MATCH_AFTER_DATE_NORMALIZATION
K213998,FDA_AI_LIST_2026-06-29,946,QIH,MATCH_AFTER_DATE_NORMALIZATION
K210822,FDA_AI_LIST_2026-06-29,947,DQK,MATCH_AFTER_DATE_NORMALIZATION
K220439,FDA_AI_LIST_2026-06-29,948,QAS,MATCH_AFTER_DATE_NORMALIZATION
K220940,FDA_AI_LIST_2026-06-29,949,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220624,FDA_AI_LIST_2026-06-29,950,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220882,FDA_AI_LIST_2026-06-29,951,IYN,MATCH_AFTER_DATE_NORMALIZATION
K220956,FDA_AI_LIST_2026-06-29,952,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220815,FDA_AI_LIST_2026-06-29,953,QIH,MATCH_AFTER_DATE_NORMALIZATION
K213409,FDA_AI_LIST_2026-06-29,954,DQK,MATCH_AFTER_DATE_NORMALIZATION
K213357,FDA_AI_LIST_2026-06-29,955,DXH,MATCH_AFTER_DATE_NORMALIZATION
K221148,FDA_AI_LIST_2026-06-29,956,IYN,MATCH_AFTER_DATE_NORMALIZATION
K221147,FDA_AI_LIST_2026-06-29,957,IYN,MATCH_AFTER_DATE_NORMALIZATION
K220619,FDA_AI_LIST_2026-06-29,958,IYN,MATCH_AFTER_DATE_NORMALIZATION
K221203,FDA_AI_LIST_2026-06-29,959,QNV,MATCH_AFTER_DATE_NORMALIZATION
K221727,FDA_AI_LIST_2026-06-29,960,JAK,MATCH_AFTER_DATE_NORMALIZATION
K212783,FDA_AI_LIST_2026-06-29,961,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K210069,FDA_AI_LIST_2026-06-29,962,JIR,MATCH_AFTER_DATE_NORMALIZATION
K220975,FDA_AI_LIST_2026-06-29,963,IYN,MATCH_AFTER_DATE_NORMALIZATION
K213794,FDA_AI_LIST_2026-06-29,964,DQD,MATCH_AFTER_DATE_NORMALIZATION
K220851,FDA_AI_LIST_2026-06-29,965,IYN,MATCH_AFTER_DATE_NORMALIZATION
K220848,FDA_AI_LIST_2026-06-29,966,IYN,MATCH_AFTER_DATE_NORMALIZATION
K220575,FDA_AI_LIST_2026-06-29,967,LNH,MATCH_AFTER_DATE_NORMALIZATION
K220497,FDA_AI_LIST_2026-06-29,968,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220800,FDA_AI_LIST_2026-06-29,969,IYN,MATCH_AFTER_DATE_NORMALIZATION
K213037,FDA_AI_LIST_2026-06-29,970,PIB,MATCH_AFTER_DATE_NORMALIZATION
K220813,FDA_AI_LIST_2026-06-29,971,QKB,MATCH_AFTER_DATE_NORMALIZATION
K221463,FDA_AI_LIST_2026-06-29,972,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K213504,FDA_AI_LIST_2026-06-29,973,JAK,MATCH_AFTER_DATE_NORMALIZATION
K221393,FDA_AI_LIST_2026-06-29,974,LNH,MATCH_AFTER_DATE_NORMALIZATION
K213882,FDA_AI_LIST_2026-06-29,975,QPF,MATCH_AFTER_DATE_NORMALIZATION
K213717,FDA_AI_LIST_2026-06-29,976,LNH,MATCH_AFTER_DATE_NORMALIZATION
K220358,FDA_AI_LIST_2026-06-29,977,IYN,MATCH_AFTER_DATE_NORMALIZATION
K221314,FDA_AI_LIST_2026-06-29,978,QAS,MATCH_AFTER_DATE_NORMALIZATION
K213971,FDA_AI_LIST_2026-06-29,979,QDB,MATCH_AFTER_DATE_NORMALIZATION
K220164,FDA_AI_LIST_2026-06-29,980,QBS,MATCH_AFTER_DATE_NORMALIZATION
K221248,FDA_AI_LIST_2026-06-29,981,QAS,MATCH_AFTER_DATE_NORMALIZATION
K220766,FDA_AI_LIST_2026-06-29,982,DQD,MATCH_AFTER_DATE_NORMALIZATION
K220416,FDA_AI_LIST_2026-06-29,983,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K221240,FDA_AI_LIST_2026-06-29,984,QAS,MATCH_AFTER_DATE_NORMALIZATION
K220499,FDA_AI_LIST_2026-06-29,985,QAS,MATCH_AFTER_DATE_NORMALIZATION
K221219,FDA_AI_LIST_2026-06-29,986,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213583,FDA_AI_LIST_2026-06-29,987,LNH,MATCH_AFTER_DATE_NORMALIZATION
K221106,FDA_AI_LIST_2026-06-29,988,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220589,FDA_AI_LIST_2026-06-29,989,LNH,MATCH_AFTER_DATE_NORMALIZATION
K220105,FDA_AI_LIST_2026-06-29,990,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K220446,FDA_AI_LIST_2026-06-29,991,IYN,MATCH_AFTER_DATE_NORMALIZATION
K212519,FDA_AI_LIST_2026-06-29,992,MYN,MATCH_AFTER_DATE_NORMALIZATION
K211966,FDA_AI_LIST_2026-06-29,993,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220013,FDA_AI_LIST_2026-06-29,994,JOY,MATCH_AFTER_DATE_NORMALIZATION
K212915,FDA_AI_LIST_2026-06-29,995,QKB,MATCH_AFTER_DATE_NORMALIZATION
K220939,FDA_AI_LIST_2026-06-29,996,LNH,MATCH_AFTER_DATE_NORMALIZATION
K220899,FDA_AI_LIST_2026-06-29,997,QME,MATCH_AFTER_DATE_NORMALIZATION
K220590,FDA_AI_LIST_2026-06-29,998,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220264,FDA_AI_LIST_2026-06-29,999,QKB,MATCH_AFTER_DATE_NORMALIZATION
K212441,FDA_AI_LIST_2026-06-29,1000,JAK,MATCH_AFTER_DATE_NORMALIZATION
K212662,FDA_AI_LIST_2026-06-29,1001,DQK,MATCH_AFTER_DATE_NORMALIZATION
K213886,FDA_AI_LIST_2026-06-29,1002,QAS,MATCH_AFTER_DATE_NORMALIZATION
K213944,FDA_AI_LIST_2026-06-29,1003,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213795,FDA_AI_LIST_2026-06-29,1004,MYN,MATCH_AFTER_DATE_NORMALIZATION
K213706,FDA_AI_LIST_2026-06-29,1005,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220141,FDA_AI_LIST_2026-06-29,1006,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K220192,FDA_AI_LIST_2026-06-29,1007,LNH,MATCH_AFTER_DATE_NORMALIZATION
K212274,FDA_AI_LIST_2026-06-29,1008,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K203783,FDA_AI_LIST_2026-06-29,1009,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220043,FDA_AI_LIST_2026-06-29,1010,IYN,MATCH_AFTER_DATE_NORMALIZATION
K214081,FDA_AI_LIST_2026-06-29,1011,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K212624,FDA_AI_LIST_2026-06-29,1012,QIH,MATCH_AFTER_DATE_NORMALIZATION
K220151,FDA_AI_LIST_2026-06-29,1013,LNH,MATCH_AFTER_DATE_NORMALIZATION
K213657,FDA_AI_LIST_2026-06-29,1014,PJA,MATCH_AFTER_DATE_NORMALIZATION
K212960,FDA_AI_LIST_2026-06-29,1015,IYN,MATCH_AFTER_DATE_NORMALIZATION
K200828,FDA_AI_LIST_2026-06-29,1016,GKZ,MATCH_AFTER_DATE_NORMALIZATION
K213721,FDA_AI_LIST_2026-06-29,1017,QAS,MATCH_AFTER_DATE_NORMALIZATION
K213779,FDA_AI_LIST_2026-06-29,1018,QIH,MATCH_AFTER_DATE_NORMALIZATION
K214043,FDA_AI_LIST_2026-06-29,1019,QFM,MATCH_AFTER_DATE_NORMALIZATION
K203744,FDA_AI_LIST_2026-06-29,1020,QIH,MATCH_AFTER_DATE_NORMALIZATION
K213725,FDA_AI_LIST_2026-06-29,1021,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213566,FDA_AI_LIST_2026-06-29,1022,QFM,MATCH_AFTER_DATE_NORMALIZATION
K210365,FDA_AI_LIST_2026-06-29,1023,MYN,MATCH_AFTER_DATE_NORMALIZATION
K212365,FDA_AI_LIST_2026-06-29,1024,QBS,MATCH_AFTER_DATE_NORMALIZATION
K213693,FDA_AI_LIST_2026-06-29,1025,LNH,MATCH_AFTER_DATE_NORMALIZATION
K213941,FDA_AI_LIST_2026-06-29,1026,QFM,MATCH_AFTER_DATE_NORMALIZATION
K213319,FDA_AI_LIST_2026-06-29,1027,QFM,MATCH_AFTER_DATE_NORMALIZATION
K213999,FDA_AI_LIST_2026-06-29,1028,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213689,FDA_AI_LIST_2026-06-29,1029,IYN,MATCH_AFTER_DATE_NORMALIZATION
K213603,FDA_AI_LIST_2026-06-29,1030,LNH,MATCH_AFTER_DATE_NORMALIZATION
K213165,FDA_AI_LIST_2026-06-29,1031,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K212654,FDA_AI_LIST_2026-06-29,1032,IZL,MATCH_AFTER_DATE_NORMALIZATION
K213938,FDA_AI_LIST_2026-06-29,1033,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213976,FDA_AI_LIST_2026-06-29,1034,QKB,MATCH_AFTER_DATE_NORMALIZATION
K203260,FDA_AI_LIST_2026-06-29,1035,QAS,MATCH_AFTER_DATE_NORMALIZATION
K212333,FDA_AI_LIST_2026-06-29,1036,IYN,MATCH_AFTER_DATE_NORMALIZATION
K214019,FDA_AI_LIST_2026-06-29,1037,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213668,FDA_AI_LIST_2026-06-29,1038,LNH,MATCH_AFTER_DATE_NORMALIZATION
K210747,FDA_AI_LIST_2026-06-29,1039,QIH,MATCH_AFTER_DATE_NORMALIZATION
K212012,FDA_AI_LIST_2026-06-29,1040,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211980,FDA_AI_LIST_2026-06-29,1041,LNH,MATCH_AFTER_DATE_NORMALIZATION
K210760,FDA_AI_LIST_2026-06-29,1042,JAK,MATCH_AFTER_DATE_NORMALIZATION
K213307,FDA_AI_LIST_2026-06-29,1043,MQB,MATCH_AFTER_DATE_NORMALIZATION
K213737,FDA_AI_LIST_2026-06-29,1044,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K213642,FDA_AI_LIST_2026-06-29,1045,IYN,MATCH_AFTER_DATE_NORMALIZATION
K212005,FDA_AI_LIST_2026-06-29,1046,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K211443,FDA_AI_LIST_2026-06-29,1047,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K213544,FDA_AI_LIST_2026-06-29,1048,QIH,MATCH_AFTER_DATE_NORMALIZATION
K213776,FDA_AI_LIST_2026-06-29,1049,PCS,MATCH_AFTER_DATE_NORMALIZATION
K202404,FDA_AI_LIST_2026-06-29,1050,QIH,MATCH_AFTER_DATE_NORMALIZATION
K212690,FDA_AI_LIST_2026-06-29,1051,QIH,MATCH_AFTER_DATE_NORMALIZATION
K210670,FDA_AI_LIST_2026-06-29,1052,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K213275,FDA_AI_LIST_2026-06-29,1053,QIH,MATCH_AFTER_DATE_NORMALIZATION
K213628,FDA_AI_LIST_2026-06-29,1054,QKB,MATCH_AFTER_DATE_NORMALIZATION
K212616,FDA_AI_LIST_2026-06-29,1055,POK,MATCH_AFTER_DATE_NORMALIZATION
K213155,FDA_AI_LIST_2026-06-29,1056,QKB,MATCH_AFTER_DATE_NORMALIZATION
K211803,FDA_AI_LIST_2026-06-29,1057,QFM,MATCH_AFTER_DATE_NORMALIZATION
K212466,FDA_AI_LIST_2026-06-29,1058,QIH,MATCH_AFTER_DATE_NORMALIZATION
K213096,FDA_AI_LIST_2026-06-29,1059,JAK,MATCH_AFTER_DATE_NORMALIZATION
K212219,FDA_AI_LIST_2026-06-29,1060,QNV,MATCH_AFTER_DATE_NORMALIZATION
K212442,FDA_AI_LIST_2026-06-29,1061,OWB,MATCH_AFTER_DATE_NORMALIZATION
K213305,FDA_AI_LIST_2026-06-29,1062,LNH,MATCH_AFTER_DATE_NORMALIZATION
K211541,FDA_AI_LIST_2026-06-29,1063,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K210831,FDA_AI_LIST_2026-06-29,1064,QIH,MATCH_AFTER_DATE_NORMALIZATION
K211326,FDA_AI_LIST_2026-06-29,1065,QNP,MATCH_AFTER_DATE_NORMALIZATION
K212456,FDA_AI_LIST_2026-06-29,1066,LNH,MATCH_AFTER_DATE_NORMALIZATION
K212336,FDA_AI_LIST_2026-06-29,1067,OWB,MATCH_AFTER_DATE_NORMALIZATION
K211678,FDA_AI_LIST_2026-06-29,1068,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K212265,FDA_AI_LIST_2026-06-29,1069,IYN,MATCH_AFTER_DATE_NORMALIZATION
K213436,FDA_AI_LIST_2026-06-29,1070,IYN,MATCH_AFTER_DATE_NORMALIZATION
K211733,FDA_AI_LIST_2026-06-29,1071,QFM,MATCH_AFTER_DATE_NORMALIZATION
K210543,FDA_AI_LIST_2026-06-29,1072,DQK,MATCH_AFTER_DATE_NORMALIZATION
K211161,FDA_AI_LIST_2026-06-29,1073,QIH,MATCH_AFTER_DATE_NORMALIZATION
K212218,FDA_AI_LIST_2026-06-29,1074,QKB,MATCH_AFTER_DATE_NORMALIZATION
K210807,FDA_AI_LIST_2026-06-29,1075,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K212516,FDA_AI_LIST_2026-06-29,1076,QDB,MATCH_AFTER_DATE_NORMALIZATION
K210632,FDA_AI_LIST_2026-06-29,1077,QKB,MATCH_AFTER_DATE_NORMALIZATION
K210999,FDA_AI_LIST_2026-06-29,1078,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K212261,FDA_AI_LIST_2026-06-29,1079,QAS,MATCH_AFTER_DATE_NORMALIZATION
K212116,FDA_AI_LIST_2026-06-29,1080,QKB,MATCH_AFTER_DATE_NORMALIZATION
K202927,FDA_AI_LIST_2026-06-29,1081,QEA,MATCH_AFTER_DATE_NORMALIZATION
K211964,FDA_AI_LIST_2026-06-29,1082,KPS,MATCH_AFTER_DATE_NORMALIZATION
K212704,FDA_AI_LIST_2026-06-29,1083,IYN,MATCH_AFTER_DATE_NORMALIZATION
DEN200080,FDA_AI_LIST_2026-06-29,1084,QPN,MATCH_AFTER_DATE_NORMALIZATION
K212067,FDA_AI_LIST_2026-06-29,1085,JAK,MATCH_AFTER_DATE_NORMALIZATION
K212269,FDA_AI_LIST_2026-06-29,1086,MQB,MATCH_AFTER_DATE_NORMALIZATION
K210085,FDA_AI_LIST_2026-06-29,1087,JAK,MATCH_AFTER_DATE_NORMALIZATION
