annotation_id,submission_number,field,label
K223357:action,K223357,action,INTERPRETATION_OR_DIAGNOSIS
K223387:input,K223387,input,MEDICAL_IMAGE
K223387:output,K223387,output,CLASSIFICATION_OR_DIAGNOSIS
K223387:output,K223387,output,DETECTION_OR_ALERT
K223387:output,K223387,output,MEASUREMENT_OR_QUANTIFICATION
K223387:output,K223387,output,SEGMENTATION_OR_LOCALIZATION
K223387:user,K223387,user,OTHER_CLINICIAN
K223387:setting,K223387,setting,DIAGNOSTIC_INTERPRETATION
K223387:setting,K223387,setting,OTHER
K223387:setting,K223387,setting,OUTPATIENT
K223387:action,K223387,action,INTERPRETATION_OR_DIAGNOSIS
K223387:action,K223387,action,WORKFLOW_OR_DOCUMENTATION
K223396:input,K223396,input,MEDICAL_IMAGE
K223396:output,K223396,output,DOCUMENTATION_OR_SUMMARY
K223396:output,K223396,output,MEASUREMENT_OR_QUANTIFICATION
K223396:output,K223396,output,SEGMENTATION_OR_LOCALIZATION
K223396:user,K223396,user,OTHER_CLINICIAN
K223396:setting,K223396,setting,DIAGNOSTIC_INTERPRETATION
K223396:action,K223396,action,INTERPRETATION_OR_DIAGNOSIS
K223424:input,K223424,input,MEDICAL_IMAGE
K223424:output,K223424,output,RECONSTRUCTION_OR_ENHANCEMENT
K223424:output,K223424,output,SEGMENTATION_OR_LOCALIZATION
K223424:user,K223424,user,OTHER_PHYSICIAN
K223424:setting,K223424,setting,DIAGNOSTIC_INTERPRETATION
K223424:action,K223424,action,INTERPRETATION_OR_DIAGNOSIS
K223424:action,K223424,action,WORKFLOW_OR_DOCUMENTATION
K223426:input,K223426,input,MEDICAL_IMAGE
K223426:output,K223426,output,OTHER
K223426:output,K223426,output,RECONSTRUCTION_OR_ENHANCEMENT
K223426:output,K223426,output,SEGMENTATION_OR_LOCALIZATION
K223426:user,K223426,user,OTHER_PHYSICIAN
K223426:setting,K223426,setting,DIAGNOSTIC_INTERPRETATION
K223426:action,K223426,action,INTERPRETATION_OR_DIAGNOSIS
K223426:action,K223426,action,WORKFLOW_OR_DOCUMENTATION
K223443:input,K223443,input,MEDICAL_IMAGE
K223443:output,K223443,output,DETECTION_OR_ALERT
K223443:user,K223443,user,OTHER_PHYSICIAN
K223443:setting,K223443,setting,DIAGNOSTIC_INTERPRETATION
K223443:setting,K223443,setting,OTHER
K223443:action,K223443,action,TRIAGE_OR_PRIORITIZATION
K223458:input,K223458,input,MEDICAL_IMAGE
K223458:output,K223458,output,RECONSTRUCTION_OR_ENHANCEMENT
K223458:user,K223458,user,OTHER_CLINICIAN
K223458:user,K223458,user,OTHER_PHYSICIAN
K223458:setting,K223458,setting,DIAGNOSTIC_INTERPRETATION
K223458:setting,K223458,setting,OTHER
K223458:setting,K223458,setting,PROCEDURAL_OR_OPERATING_ROOM
K223458:action,K223458,action,INTERPRETATION_OR_DIAGNOSIS
K223458:action,K223458,action,TREATMENT_OR_PROCEDURE_PLANNING
K223473:input,K223473,input,AUDIO_OR_VIDEO
K223473:input,K223473,input,MEDICAL_IMAGE
K223473:output,K223473,output,DETECTION_OR_ALERT
K223473:output,K223473,output,SEGMENTATION_OR_LOCALIZATION
K223473:user,K223473,user,OTHER_PHYSICIAN
K223473:setting,K223473,setting,MONITORING
K223473:setting,K223473,setting,PROCEDURAL_OR_OPERATING_ROOM
K223473:setting,K223473,setting,SCREENING
K223473:action,K223473,action,INTERPRETATION_OR_DIAGNOSIS
K223490:input,K223490,input,MEDICAL_IMAGE
K223490:output,K223490,output,SEGMENTATION_OR_LOCALIZATION
K223490:user,K223490,user,OTHER_PHYSICIAN
K223490:setting,K223490,setting,PROCEDURAL_OR_OPERATING_ROOM
K223490:action,K223490,action,TREATMENT_OR_PROCEDURE_PLANNING
K223491:input,K223491,input,MEDICAL_IMAGE
K223491:output,K223491,output,DETECTION_OR_ALERT
K223491:output,K223491,output,OTHER
K223491:output,K223491,output,SEGMENTATION_OR_LOCALIZATION
K223491:user,K223491,user,OTHER_CLINICIAN
K223491:user,K223491,user,RADIOLOGIST
K223491:setting,K223491,setting,DIAGNOSTIC_INTERPRETATION
K223491:setting,K223491,setting,OTHER
K223491:action,K223491,action,INTERPRETATION_OR_DIAGNOSIS
K223491:action,K223491,action,TRIAGE_OR_PRIORITIZATION
K223501:input,K223501,input,MEDICAL_IMAGE
K223501:output,K223501,output,OTHER
K223501:output,K223501,output,SEGMENTATION_OR_LOCALIZATION
K223501:user,K223501,user,OTHER_PHYSICIAN
K223501:setting,K223501,setting,DIAGNOSTIC_INTERPRETATION
K223501:setting,K223501,setting,SCREENING
K223501:action,K223501,action,INTERPRETATION_OR_DIAGNOSIS
K223501:action,K223501,action,WORKFLOW_OR_DOCUMENTATION
K223502:input,K223502,input,MEDICAL_IMAGE
K223502:output,K223502,output,MEASUREMENT_OR_QUANTIFICATION
K223502:output,K223502,output,SEGMENTATION_OR_LOCALIZATION
K223502:user,K223502,user,OTHER_PHYSICIAN
K223502:user,K223502,user,RADIOLOGIST
K223502:setting,K223502,setting,DIAGNOSTIC_INTERPRETATION
K223502:setting,K223502,setting,OTHER
K223502:action,K223502,action,INTERPRETATION_OR_DIAGNOSIS
K223504:input,K223504,input,PHYSIOLOGICAL_SIGNAL
K223504:output,K223504,output,CLASSIFICATION_OR_DIAGNOSIS
K223504:output,K223504,output,DETECTION_OR_ALERT
K223504:user,K223504,user,OTHER_CLINICIAN
K223504:setting,K223504,setting,ACUTE_TRIAGE_OR_EMERGENCY
K223504:setting,K223504,setting,MONITORING
K223504:action,K223504,action,INTERPRETATION_OR_DIAGNOSIS
K223504:action,K223504,action,TREATMENT_OR_PROCEDURE_PLANNING
K223514:input,K223514,input,MEDICAL_IMAGE
K223514:output,K223514,output,RECONSTRUCTION_OR_ENHANCEMENT
K223514:output,K223514,output,SEGMENTATION_OR_LOCALIZATION
K223514:user,K223514,user,OTHER_CLINICIAN
K223514:setting,K223514,setting,DIAGNOSTIC_INTERPRETATION
K223514:action,K223514,action,INTERPRETATION_OR_DIAGNOSIS
K223514:action,K223514,action,WORKFLOW_OR_DOCUMENTATION
K223516:input,K223516,input,DEVICE_TELEMETRY_OR_OPERATIONAL
K223516:input,K223516,input,PHYSIOLOGICAL_SIGNAL
K223516:output,K223516,output,CLASSIFICATION_OR_DIAGNOSIS
K223516:output,K223516,output,MEASUREMENT_OR_QUANTIFICATION
K223516:output,K223516,output,SEGMENTATION_OR_LOCALIZATION
K223516:user,K223516,user,OTHER_PHYSICIAN
K223516:setting,K223516,setting,PROCEDURAL_OR_OPERATING_ROOM
K223516:action,K223516,action,OTHER
K223516:action,K223516,action,WORKFLOW_OR_DOCUMENTATION
K223523:input,K223523,input,MEDICAL_IMAGE
K223523:output,K223523,output,RECONSTRUCTION_OR_ENHANCEMENT
K223523:setting,K223523,setting,DIAGNOSTIC_INTERPRETATION
K223523:action,K223523,action,WORKFLOW_OR_DOCUMENTATION
K223539:input,K223539,input,PHYSIOLOGICAL_SIGNAL
K223539:output,K223539,output,CLASSIFICATION_OR_DIAGNOSIS
K223539:output,K223539,output,DOCUMENTATION_OR_SUMMARY
K223539:output,K223539,output,MEASUREMENT_OR_QUANTIFICATION
K223539:user,K223539,user,OTHER_CLINICIAN
K223539:setting,K223539,setting,HOME_OR_CONSUMER
K223539:setting,K223539,setting,MONITORING
K223539:setting,K223539,setting,OTHER
K223539:action,K223539,action,INTERPRETATION_OR_DIAGNOSIS
K223552:input,K223552,input,MEDICAL_IMAGE
K223552:output,K223552,output,SEGMENTATION_OR_LOCALIZATION
K223552:user,K223552,user,OTHER_PHYSICIAN
K223552:setting,K223552,setting,PROCEDURAL_OR_OPERATING_ROOM
K223552:action,K223552,action,OTHER
K223553:input,K223553,input,MEDICAL_IMAGE
K223553:output,K223553,output,MEASUREMENT_OR_QUANTIFICATION
K223553:output,K223553,output,RECOMMENDATION_OR_PLANNING
K223553:output,K223553,output,SEGMENTATION_OR_LOCALIZATION
K223553:setting,K223553,setting,OTHER
K223553:setting,K223553,setting,PROCEDURAL_OR_OPERATING_ROOM
K223553:action,K223553,action,TREATMENT_OR_PROCEDURE_PLANNING
K223556:input,K223556,input,MEDICAL_IMAGE
K223556:output,K223556,output,MEASUREMENT_OR_QUANTIFICATION
K223556:output,K223556,output,RECONSTRUCTION_OR_ENHANCEMENT
K223556:output,K223556,output,SEGMENTATION_OR_LOCALIZATION
K223556:user,K223556,user,OTHER_PHYSICIAN
K223556:setting,K223556,setting,DIAGNOSTIC_INTERPRETATION
K223556:action,K223556,action,INTERPRETATION_OR_DIAGNOSIS
K223621:input,K223621,input,MEDICAL_IMAGE
K223621:output,K223621,output,CLASSIFICATION_OR_DIAGNOSIS
K223621:output,K223621,output,DOCUMENTATION_OR_SUMMARY
K223621:output,K223621,output,MEASUREMENT_OR_QUANTIFICATION
K223621:output,K223621,output,SEGMENTATION_OR_LOCALIZATION
K223621:user,K223621,user,OTHER_PHYSICIAN
K223621:user,K223621,user,RADIOLOGIST
K223621:user,K223621,user,TECHNOLOGIST_OR_OPERATOR
K223621:setting,K223621,setting,DIAGNOSTIC_INTERPRETATION
K223621:action,K223621,action,INTERPRETATION_OR_DIAGNOSIS
K223622:input,K223622,input,AUDIO_OR_VIDEO
K223622:output,K223622,output,MEASUREMENT_OR_QUANTIFICATION
K223622:user,K223622,user,PATIENT_OR_CAREGIVER
K223622:setting,K223622,setting,MONITORING
K223622:setting,K223622,setting,OTHER
K223622:action,K223622,action,MONITORING_OR_FOLLOW_UP
K223622:action,K223622,action,REFERRAL_OR_ESCALATION
K223623:input,K223623,input,MEDICAL_IMAGE
K223623:output,K223623,output,RECONSTRUCTION_OR_ENHANCEMENT
K223623:user,K223623,user,RADIOLOGIST
K223623:setting,K223623,setting,DIAGNOSTIC_INTERPRETATION
K223623:setting,K223623,setting,OTHER
K223623:setting,K223623,setting,OUTPATIENT
K223623:action,K223623,action,WORKFLOW_OR_DOCUMENTATION
K223630:input,K223630,input,PHYSIOLOGICAL_SIGNAL
K223630:output,K223630,output,CLASSIFICATION_OR_DIAGNOSIS
K223630:output,K223630,output,DETECTION_OR_ALERT
K223630:setting,K223630,setting,MONITORING
K223630:action,K223630,action,MONITORING_OR_FOLLOW_UP
K223630:action,K223630,action,WORKFLOW_OR_DOCUMENTATION
K223639:input,K223639,input,MEDICAL_IMAGE
K223639:output,K223639,output,MEASUREMENT_OR_QUANTIFICATION
K223639:output,K223639,output,SEGMENTATION_OR_LOCALIZATION
K223639:user,K223639,user,OTHER_PHYSICIAN
K223639:setting,K223639,setting,OTHER
K223639:setting,K223639,setting,PROCEDURAL_OR_OPERATING_ROOM
K223639:action,K223639,action,OTHER
K223639:action,K223639,action,TREATMENT_OR_PROCEDURE_PLANNING
K223646:input,K223646,input,MEDICAL_IMAGE
K223646:output,K223646,output,DOCUMENTATION_OR_SUMMARY
K223646:output,K223646,output,MEASUREMENT_OR_QUANTIFICATION
K223646:output,K223646,output,SEGMENTATION_OR_LOCALIZATION
K223646:user,K223646,user,OTHER_CLINICIAN
K223646:setting,K223646,setting,DIAGNOSTIC_INTERPRETATION
K223646:action,K223646,action,INTERPRETATION_OR_DIAGNOSIS
K223659:input,K223659,input,MEDICAL_IMAGE
K223659:output,K223659,output,DOCUMENTATION_OR_SUMMARY
K223659:output,K223659,output,MEASUREMENT_OR_QUANTIFICATION
K223659:output,K223659,output,SEGMENTATION_OR_LOCALIZATION
K223659:user,K223659,user,OTHER_PHYSICIAN
K223659:setting,K223659,setting,DIAGNOSTIC_INTERPRETATION
K223659:setting,K223659,setting,LABORATORY
K223659:setting,K223659,setting,OTHER
K223659:action,K223659,action,INTERPRETATION_OR_DIAGNOSIS
K223659:action,K223659,action,WORKFLOW_OR_DOCUMENTATION
K223724:input,K223724,input,MEDICAL_IMAGE
K223724:input,K223724,input,OTHER
K223724:output,K223724,output,MEASUREMENT_OR_QUANTIFICATION
K223724:output,K223724,output,RECOMMENDATION_OR_PLANNING
K223724:output,K223724,output,SEGMENTATION_OR_LOCALIZATION
K223724:user,K223724,user,OTHER_CLINICIAN
K223724:setting,K223724,setting,PROCEDURAL_OR_OPERATING_ROOM
K223724:action,K223724,action,TREATMENT_OR_PROCEDURE_PLANNING
K223726:input,K223726,input,MEDICAL_IMAGE
K223726:output,K223726,output,RECONSTRUCTION_OR_ENHANCEMENT
K223726:user,K223726,user,OTHER_PHYSICIAN
K223726:setting,K223726,setting,DIAGNOSTIC_INTERPRETATION
K223726:action,K223726,action,OTHER
K223734:input,K223734,input,MEDICAL_IMAGE
K223734:output,K223734,output,SEGMENTATION_OR_LOCALIZATION
K223734:user,K223734,user,OTHER_PHYSICIAN
K223734:setting,K223734,setting,PROCEDURAL_OR_OPERATING_ROOM
K223734:action,K223734,action,OTHER
K223734:action,K223734,action,WORKFLOW_OR_DOCUMENTATION
K223738:input,K223738,input,PHYSIOLOGICAL_SIGNAL
K223738:output,K223738,output,CONTROL_OR_AUTOMATION
K223738:output,K223738,output,OTHER
K223738:user,K223738,user,OTHER_CLINICIAN
K223738:user,K223738,user,PATIENT_OR_CAREGIVER
K223738:setting,K223738,setting,HOME_OR_CONSUMER
K223738:setting,K223738,setting,OTHER
K223738:action,K223738,action,PATIENT_SELF_MANAGEMENT
K223738:action,K223738,action,THERAPY_DOSE_OR_DEVICE_CONTROL
K223754:input,K223754,input,MEDICAL_IMAGE
K223754:output,K223754,output,DETECTION_OR_ALERT
K223754:user,K223754,user,OTHER_CLINICIAN
K223754:user,K223754,user,RADIOLOGIST
K223754:setting,K223754,setting,DIAGNOSTIC_INTERPRETATION
K223754:action,K223754,action,TRIAGE_OR_PRIORITIZATION
K223757:input,K223757,input,MEDICAL_IMAGE
K223757:output,K223757,output,RECONSTRUCTION_OR_ENHANCEMENT
K223757:output,K223757,output,SEGMENTATION_OR_LOCALIZATION
K223757:user,K223757,user,OTHER_CLINICIAN
K223757:setting,K223757,setting,DIAGNOSTIC_INTERPRETATION
K223757:setting,K223757,setting,OTHER
K223757:setting,K223757,setting,OUTPATIENT
K223757:setting,K223757,setting,PROCEDURAL_OR_OPERATING_ROOM
K223757:action,K223757,action,INTERPRETATION_OR_DIAGNOSIS
K223757:action,K223757,action,TREATMENT_OR_PROCEDURE_PLANNING
K223771:input,K223771,input,AUDIO_OR_VIDEO
K223771:input,K223771,input,MEDICAL_IMAGE
K223771:output,K223771,output,CLASSIFICATION_OR_DIAGNOSIS
K223771:output,K223771,output,DETECTION_OR_ALERT
K223771:output,K223771,output,MEASUREMENT_OR_QUANTIFICATION
K223771:output,K223771,output,SEGMENTATION_OR_LOCALIZATION
K223771:user,K223771,user,OTHER_CLINICIAN
K223771:setting,K223771,setting,DIAGNOSTIC_INTERPRETATION
K223771:setting,K223771,setting,INPATIENT
K223771:setting,K223771,setting,MONITORING
K223771:setting,K223771,setting,OTHER
K223771:action,K223771,action,INTERPRETATION_OR_DIAGNOSIS
K223771:action,K223771,action,MONITORING_OR_FOLLOW_UP
K223774:input,K223774,input,MEDICAL_IMAGE
K223774:output,K223774,output,SEGMENTATION_OR_LOCALIZATION
K223774:user,K223774,user,OTHER_CLINICIAN
K223774:setting,K223774,setting,MONITORING
K223774:setting,K223774,setting,PROCEDURAL_OR_OPERATING_ROOM
K223774:action,K223774,action,MONITORING_OR_FOLLOW_UP
K223774:action,K223774,action,TREATMENT_OR_PROCEDURE_PLANNING
K223811:input,K223811,input,MEDICAL_IMAGE
K223811:output,K223811,output,DETECTION_OR_ALERT
K223811:output,K223811,output,SEGMENTATION_OR_LOCALIZATION
K223811:user,K223811,user,OTHER_PHYSICIAN
K223811:setting,K223811,setting,DIAGNOSTIC_INTERPRETATION
K223811:action,K223811,action,INTERPRETATION_OR_DIAGNOSIS
K223830:input,K223830,input,MEDICAL_IMAGE
K223830:output,K223830,output,MEASUREMENT_OR_QUANTIFICATION
K223830:output,K223830,output,SEGMENTATION_OR_LOCALIZATION
K223830:user,K223830,user,OTHER_CLINICIAN
K223830:setting,K223830,setting,DIAGNOSTIC_INTERPRETATION
K223830:setting,K223830,setting,OTHER
K223830:setting,K223830,setting,OUTPATIENT
K223830:action,K223830,action,INTERPRETATION_OR_DIAGNOSIS
K223830:action,K223830,action,WORKFLOW_OR_DOCUMENTATION
K223855:input,K223855,input,MEDICAL_IMAGE
K223855:output,K223855,output,DOCUMENTATION_OR_SUMMARY
K223855:output,K223855,output,MEASUREMENT_OR_QUANTIFICATION
K223855:output,K223855,output,RECONSTRUCTION_OR_ENHANCEMENT
K223855:output,K223855,output,SEGMENTATION_OR_LOCALIZATION
K223855:user,K223855,user,OTHER
K223855:user,K223855,user,OTHER_CLINICIAN
K223855:setting,K223855,setting,PROCEDURAL_OR_OPERATING_ROOM
K223855:action,K223855,action,TREATMENT_OR_PROCEDURE_PLANNING
K223864:input,K223864,input,MEDICAL_IMAGE
K223864:output,K223864,output,SEGMENTATION_OR_LOCALIZATION
K223864:user,K223864,user,OTHER_PHYSICIAN
K223864:setting,K223864,setting,PROCEDURAL_OR_OPERATING_ROOM
K223864:action,K223864,action,OTHER
K223864:action,K223864,action,WORKFLOW_OR_DOCUMENTATION
K223905:input,K223905,input,PHYSIOLOGICAL_SIGNAL
K223905:output,K223905,output,CLASSIFICATION_OR_DIAGNOSIS
K223905:user,K223905,user,OTHER_CLINICIAN
K223905:setting,K223905,setting,DIAGNOSTIC_INTERPRETATION
K223905:action,K223905,action,INTERPRETATION_OR_DIAGNOSIS
K230020:input,K230020,input,MEDICAL_IMAGE
K230020:output,K230020,output,DETECTION_OR_ALERT
K230020:user,K230020,user,OTHER_CLINICIAN
K230020:setting,K230020,setting,DIAGNOSTIC_INTERPRETATION
K230020:setting,K230020,setting,OTHER
K230020:action,K230020,action,TRIAGE_OR_PRIORITIZATION
K230023:input,K230023,input,MEDICAL_IMAGE
K230023:output,K230023,output,RECONSTRUCTION_OR_ENHANCEMENT
K230023:output,K230023,output,SEGMENTATION_OR_LOCALIZATION
K230023:user,K230023,user,OTHER_CLINICIAN
K230023:user,K230023,user,OTHER_PHYSICIAN
K230023:user,K230023,user,RADIOLOGIST
K230023:setting,K230023,setting,OTHER
K230023:setting,K230023,setting,PROCEDURAL_OR_OPERATING_ROOM
K230023:action,K230023,action,TREATMENT_OR_PROCEDURE_PLANNING
K230039:input,K230039,input,MEDICAL_IMAGE
K230039:output,K230039,output,SEGMENTATION_OR_LOCALIZATION
K230039:user,K230039,user,OTHER_PHYSICIAN
K230039:user,K230039,user,TECHNOLOGIST_OR_OPERATOR
K230039:setting,K230039,setting,DIAGNOSTIC_INTERPRETATION
K230039:setting,K230039,setting,OTHER
K230039:action,K230039,action,INTERPRETATION_OR_DIAGNOSIS
K230039:action,K230039,action,WORKFLOW_OR_DOCUMENTATION
K230045:input,K230045,input,MEDICAL_IMAGE
K230045:output,K230045,output,MEASUREMENT_OR_QUANTIFICATION
K230045:output,K230045,output,SEGMENTATION_OR_LOCALIZATION
K230045:user,K230045,user,OTHER_CLINICIAN
K230045:user,K230045,user,OTHER_PHYSICIAN
K230045:setting,K230045,setting,PROCEDURAL_OR_OPERATING_ROOM
K230045:action,K230045,action,OTHER
K230074:input,K230074,input,MEDICAL_IMAGE
K230074:output,K230074,output,DETECTION_OR_ALERT
K230074:user,K230074,user,RADIOLOGIST
K230074:setting,K230074,setting,DIAGNOSTIC_INTERPRETATION
K230074:setting,K230074,setting,OTHER
K230074:action,K230074,action,TRIAGE_OR_PRIORITIZATION
K230082:input,K230082,input,MEDICAL_IMAGE
K230082:output,K230082,output,SEGMENTATION_OR_LOCALIZATION
K230082:user,K230082,user,OTHER_CLINICIAN
K230082:user,K230082,user,OTHER_PHYSICIAN
K230082:setting,K230082,setting,PROCEDURAL_OR_OPERATING_ROOM
K230082:action,K230082,action,TREATMENT_OR_PROCEDURE_PLANNING
K230084:input,K230084,input,MEDICAL_IMAGE
K230084:output,K230084,output,CLASSIFICATION_OR_DIAGNOSIS
K230084:output,K230084,output,MEASUREMENT_OR_QUANTIFICATION
K230084:output,K230084,output,SEGMENTATION_OR_LOCALIZATION
K230084:user,K230084,user,OTHER_CLINICIAN
K230084:setting,K230084,setting,DIAGNOSTIC_INTERPRETATION
K230084:setting,K230084,setting,OTHER
K230084:setting,K230084,setting,OUTPATIENT
K230084:action,K230084,action,INTERPRETATION_OR_DIAGNOSIS
K230085:input,K230085,input,MEDICAL_IMAGE
K230085:output,K230085,output,DETECTION_OR_ALERT
K230085:output,K230085,output,SEGMENTATION_OR_LOCALIZATION
K230085:user,K230085,user,OTHER_PHYSICIAN
K230085:setting,K230085,setting,DIAGNOSTIC_INTERPRETATION
K230085:action,K230085,action,INTERPRETATION_OR_DIAGNOSIS
K230096:input,K230096,input,MEDICAL_IMAGE
K230096:output,K230096,output,CLASSIFICATION_OR_DIAGNOSIS
K230096:output,K230096,output,DETECTION_OR_ALERT
K230096:output,K230096,output,OTHER
K230096:output,K230096,output,SEGMENTATION_OR_LOCALIZATION
K230096:user,K230096,user,OTHER_PHYSICIAN
K230096:user,K230096,user,RADIOLOGIST
K230096:setting,K230096,setting,DIAGNOSTIC_INTERPRETATION
K230096:setting,K230096,setting,SCREENING
K230096:action,K230096,action,INTERPRETATION_OR_DIAGNOSIS
K230112:input,K230112,input,MEDICAL_IMAGE
K230112:output,K230112,output,DOCUMENTATION_OR_SUMMARY
K230112:output,K230112,output,MEASUREMENT_OR_QUANTIFICATION
K230112:output,K230112,output,RISK_SCORE_OR_PREDICTION
K230112:output,K230112,output,SEGMENTATION_OR_LOCALIZATION
K230112:user,K230112,user,OTHER_PHYSICIAN
K230112:setting,K230112,setting,DIAGNOSTIC_INTERPRETATION
K230112:setting,K230112,setting,INPATIENT
K230112:setting,K230112,setting,OUTPATIENT
K230112:setting,K230112,setting,SCREENING
K230112:action,K230112,action,INTERPRETATION_OR_DIAGNOSIS
K230144:input,K230144,input,MEDICAL_IMAGE
K230144:output,K230144,output,DETECTION_OR_ALERT
K230144:output,K230144,output,MEASUREMENT_OR_QUANTIFICATION
K230144:output,K230144,output,SEGMENTATION_OR_LOCALIZATION
K230144:user,K230144,user,OTHER_CLINICIAN
K230144:setting,K230144,setting,DIAGNOSTIC_INTERPRETATION
K230144:action,K230144,action,INTERPRETATION_OR_DIAGNOSIS
K230150:input,K230150,input,MEDICAL_IMAGE
K230150:output,K230150,output,RECONSTRUCTION_OR_ENHANCEMENT
K230150:output,K230150,output,SEGMENTATION_OR_LOCALIZATION
K230150:user,K230150,user,OTHER_CLINICIAN
K230150:setting,K230150,setting,PROCEDURAL_OR_OPERATING_ROOM
K230150:action,K230150,action,TREATMENT_OR_PROCEDURE_PLANNING
K230179:input,K230179,input,MEDICAL_IMAGE
K230179:output,K230179,output,CLASSIFICATION_OR_DIAGNOSIS
K230179:output,K230179,output,MEASUREMENT_OR_QUANTIFICATION
K230179:output,K230179,output,SEGMENTATION_OR_LOCALIZATION
K230179:user,K230179,user,OTHER_CLINICIAN
K230179:setting,K230179,setting,DIAGNOSTIC_INTERPRETATION
K230179:setting,K230179,setting,OTHER
K230179:setting,K230179,setting,PROCEDURAL_OR_OPERATING_ROOM
K230179:action,K230179,action,INTERPRETATION_OR_DIAGNOSIS
K230197:input,K230197,input,MEDICAL_IMAGE
K230197:output,K230197,output,RECONSTRUCTION_OR_ENHANCEMENT
K230197:user,K230197,user,OTHER_PHYSICIAN
K230197:user,K230197,user,RADIOLOGIST
K230197:setting,K230197,setting,DIAGNOSTIC_INTERPRETATION
K230197:setting,K230197,setting,OTHER
K230197:setting,K230197,setting,OUTPATIENT
K230197:action,K230197,action,INTERPRETATION_OR_DIAGNOSIS
K230208:input,K230208,input,MEDICAL_IMAGE
K230208:output,K230208,output,RECONSTRUCTION_OR_ENHANCEMENT
K230208:user,K230208,user,OTHER_PHYSICIAN
K230208:setting,K230208,setting,ACUTE_TRIAGE_OR_EMERGENCY
K230208:setting,K230208,setting,DIAGNOSTIC_INTERPRETATION
K230208:setting,K230208,setting,INPATIENT
K230208:setting,K230208,setting,OTHER
K230208:action,K230208,action,INTERPRETATION_OR_DIAGNOSIS
K230209:input,K230209,input,AUDIO_OR_VIDEO
K230209:input,K230209,input,MEDICAL_IMAGE
K230209:output,K230209,output,CLASSIFICATION_OR_DIAGNOSIS
K230209:output,K230209,output,DOCUMENTATION_OR_SUMMARY
K230209:output,K230209,output,MEASUREMENT_OR_QUANTIFICATION
K230209:output,K230209,output,SEGMENTATION_OR_LOCALIZATION
K230209:user,K230209,user,OTHER_PHYSICIAN
K230209:setting,K230209,setting,DIAGNOSTIC_INTERPRETATION
K230209:setting,K230209,setting,OTHER
K230209:setting,K230209,setting,OUTPATIENT
K230209:action,K230209,action,INTERPRETATION_OR_DIAGNOSIS
K230209:action,K230209,action,WORKFLOW_OR_DOCUMENTATION
K230220:input,K230220,input,MEDICAL_IMAGE
K230220:output,K230220,output,RECOMMENDATION_OR_PLANNING
K230220:output,K230220,output,RECONSTRUCTION_OR_ENHANCEMENT
K230220:setting,K230220,setting,OTHER
K230220:action,K230220,action,OTHER
K230220:action,K230220,action,WORKFLOW_OR_DOCUMENTATION
K230223:input,K230223,input,MEDICAL_IMAGE
K230223:output,K230223,output,CLASSIFICATION_OR_DIAGNOSIS
K230223:output,K230223,output,DOCUMENTATION_OR_SUMMARY
K230223:output,K230223,output,MEASUREMENT_OR_QUANTIFICATION
K230223:output,K230223,output,SEGMENTATION_OR_LOCALIZATION
K230223:user,K230223,user,OTHER_PHYSICIAN
K230223:user,K230223,user,RADIOLOGIST
K230223:setting,K230223,setting,DIAGNOSTIC_INTERPRETATION
K230223:setting,K230223,setting,SCREENING
K230223:action,K230223,action,INTERPRETATION_OR_DIAGNOSIS
K230252:input,K230252,input,MEDICAL_IMAGE
K230252:output,K230252,output,MEASUREMENT_OR_QUANTIFICATION
K230252:output,K230252,output,RECOMMENDATION_OR_PLANNING
K230252:user,K230252,user,OTHER_CLINICIAN
K230252:setting,K230252,setting,PROCEDURAL_OR_OPERATING_ROOM
K230252:action,K230252,action,TREATMENT_OR_PROCEDURE_PLANNING
K230264:input,K230264,input,MEDICAL_IMAGE
K230264:output,K230264,output,RECONSTRUCTION_OR_ENHANCEMENT
K230264:user,K230264,user,RADIOLOGIST
K230264:setting,K230264,setting,DIAGNOSTIC_INTERPRETATION
K230264:setting,K230264,setting,OTHER
K230264:setting,K230264,setting,OUTPATIENT
K230264:action,K230264,action,INTERPRETATION_OR_DIAGNOSIS
K230273:input,K230273,input,PHYSIOLOGICAL_SIGNAL
K230273:output,K230273,output,DETECTION_OR_ALERT
K230273:user,K230273,user,OTHER_PHYSICIAN
K230273:setting,K230273,setting,MONITORING
K230273:setting,K230273,setting,PROCEDURAL_OR_OPERATING_ROOM
K230273:action,K230273,action,MONITORING_OR_FOLLOW_UP
K230292:input,K230292,input,PHYSIOLOGICAL_SIGNAL
K230292:output,K230292,output,CLASSIFICATION_OR_DIAGNOSIS
K230292:output,K230292,output,DETECTION_OR_ALERT
K230292:output,K230292,output,DOCUMENTATION_OR_SUMMARY
K230292:output,K230292,output,MEASUREMENT_OR_QUANTIFICATION
K230292:user,K230292,user,OTHER_CLINICIAN
K230292:user,K230292,user,PATIENT_OR_CAREGIVER
K230292:setting,K230292,setting,HOME_OR_CONSUMER
K230292:setting,K230292,setting,MONITORING
K230292:action,K230292,action,MONITORING_OR_FOLLOW_UP
K230292:action,K230292,action,PATIENT_SELF_MANAGEMENT
K230292:action,K230292,action,REFERRAL_OR_ESCALATION
K230337:input,K230337,input,PHYSIOLOGICAL_SIGNAL
K230337:output,K230337,output,CLASSIFICATION_OR_DIAGNOSIS
K230337:output,K230337,output,MEASUREMENT_OR_QUANTIFICATION
K230337:user,K230337,user,OTHER_CLINICIAN
