bridge_id,annotation_id,subject_submission_number,anchor_document_submission_number,anchor_purpose,source_url,source_record_ids,document_sha256,text_sha256,physical_page,normalized_char_start,normalized_char_end,quote_sha256,normalized_quote_sha256,normalized_quote_characters
BRIDGEf39461332e095400,K220141:input,K220141,K210645,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210645.pdf,SRC02291,b30d02ffe7adcaf4405462ab6ccd003fa2da516007e9fb32c00a406072d5d332,17d0c35e85098d61c97c191d20a1a83bb32180c68de67f01693b0ed0428d03db,5,3481,3570,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,89
BRIDGE2b38b53258639c6a,K220141:input,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,6,904,949,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,45
BRIDGE75a4e685bb06dbc3,K220141:input,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,7,1406,1487,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGEcfaee546c1823513,K220141:input,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,6,725,770,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,45
BRIDGE702b05a4b473864d,K220141:input,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,7,2126,2207,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGEd32a816a49108ba6,K220141:output,K220141,K210645,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210645.pdf,SRC02291,b30d02ffe7adcaf4405462ab6ccd003fa2da516007e9fb32c00a406072d5d332,17d0c35e85098d61c97c191d20a1a83bb32180c68de67f01693b0ed0428d03db,4,930,983,1a3eac5175d868dad25d8c97cfe65b091d31717cacc0f967f3eff1622322e05c,1a3eac5175d868dad25d8c97cfe65b091d31717cacc0f967f3eff1622322e05c,53
BRIDGE25dbf4dc45dd6175,K220141:output,K220141,K210645,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210645.pdf,SRC02291,b30d02ffe7adcaf4405462ab6ccd003fa2da516007e9fb32c00a406072d5d332,17d0c35e85098d61c97c191d20a1a83bb32180c68de67f01693b0ed0428d03db,5,3481,3570,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,89
BRIDGE8654eaf89dabb4f0,K220141:output,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,6,904,949,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,45
BRIDGE35c1308c3b00d778,K220141:output,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,7,1406,1487,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGE2348b058a01eb86a,K220141:output,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,6,725,770,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,45
BRIDGE6d73534e7de2fff2,K220141:output,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,7,2126,2207,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGEefcdfce6b7357742,K220141:user,K220141,K210645,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210645.pdf,SRC02291,b30d02ffe7adcaf4405462ab6ccd003fa2da516007e9fb32c00a406072d5d332,17d0c35e85098d61c97c191d20a1a83bb32180c68de67f01693b0ed0428d03db,4,930,983,1a3eac5175d868dad25d8c97cfe65b091d31717cacc0f967f3eff1622322e05c,1a3eac5175d868dad25d8c97cfe65b091d31717cacc0f967f3eff1622322e05c,53
BRIDGE9dd40dcd0e4a39ce,K220141:user,K220141,K210645,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210645.pdf,SRC02291,b30d02ffe7adcaf4405462ab6ccd003fa2da516007e9fb32c00a406072d5d332,17d0c35e85098d61c97c191d20a1a83bb32180c68de67f01693b0ed0428d03db,5,3481,3570,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,54a33f317336c60091f03ed0c221ea39075f4aab1a4562c9c6ed2ddb7c14bb34,89
BRIDGE1d00e21090d33fdc,K220141:user,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,6,904,949,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,87b03479a2f791f21b93936120d56635eb40b5cc1820aa2fe85c58a75fc850e9,45
BRIDGE3c85873dc935633c,K220141:user,K220141,K211867,INTERMEDIATE_SOURCE_CHAIN_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211867.pdf,SRC02241,381276da0f0fcf94718caa8d7873cf62eb9618cd23b08d8cb21f72f2d9624fb3,186abe47d4f1f3b9e710f0bba1c5678fee6cc200bd4935a6e2c3b15867c64054,7,1406,1487,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGE04bd204387677453,K220141:user,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,6,725,770,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,1b1c481f21011f8f3653880ec56dc00ba53be3d1a57deef053dd8fcff586b304,45
BRIDGEa8bacbe34a79c30c,K220141:user,K220141,K220141,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,SRC02058,0dcf87b4638204cfc12ff377396d322721aedd62a2a98db8d1a7c60eb62eb812,180ad86dd2627f17f4d549c85fc258f1c00e197d28f74c96923a602550a434e8,7,2126,2207,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,8d38cb9a6fb3c859828189ce1b83534371d40eb3b4c2d346c5eb62dad6ced30e,81
BRIDGEd05751a2112fcb80,K221680:input,K221680,K221680,SUBJECT_SOURCE_ADDITIONAL_DETAIL,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,SRC01760,40d673d87f5bb035194261c65d8c3d389022d1a768d8dfb2e24896fdf7baa562,d5752a137cb57b919a5c2f944f44278d22e148b933d6614b5c153ded2bcfcf7d,7,1345,1580,d6bb38fe70e00ea0643668516c1665fb068e0192512355ad7920669e706c5fd0,d6bb38fe70e00ea0643668516c1665fb068e0192512355ad7920669e706c5fd0,235
BRIDGE04338bfed963745a,K221680:input,K221680,K221680,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,SRC01760,40d673d87f5bb035194261c65d8c3d389022d1a768d8dfb2e24896fdf7baa562,d5752a137cb57b919a5c2f944f44278d22e148b933d6614b5c153ded2bcfcf7d,7,294,611,0fc5c4ed80d7efeb4c8068b5cb7dbf5715451e61f5b1c4e6c1dc34b943690bf2,0fc5c4ed80d7efeb4c8068b5cb7dbf5715451e61f5b1c4e6c1dc34b943690bf2,317
BRIDGE1480cf0b579f12f2,K221680:input,K221680,K221680,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,SRC01760,40d673d87f5bb035194261c65d8c3d389022d1a768d8dfb2e24896fdf7baa562,d5752a137cb57b919a5c2f944f44278d22e148b933d6614b5c153ded2bcfcf7d,7,2013,2203,e6afc72b68e255cc8f37dc717b079dda00f55fea5c327d20ff7c90c955b8a09c,e6afc72b68e255cc8f37dc717b079dda00f55fea5c327d20ff7c90c955b8a09c,190
BRIDGE1fb43b55e14d887b,K221680:output,K221680,K221680,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,SRC01760,40d673d87f5bb035194261c65d8c3d389022d1a768d8dfb2e24896fdf7baa562,d5752a137cb57b919a5c2f944f44278d22e148b933d6614b5c153ded2bcfcf7d,7,294,611,0fc5c4ed80d7efeb4c8068b5cb7dbf5715451e61f5b1c4e6c1dc34b943690bf2,0fc5c4ed80d7efeb4c8068b5cb7dbf5715451e61f5b1c4e6c1dc34b943690bf2,317
BRIDGE9268da45fd5f0cfd,K221680:output,K221680,K221680,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,SRC01760,40d673d87f5bb035194261c65d8c3d389022d1a768d8dfb2e24896fdf7baa562,d5752a137cb57b919a5c2f944f44278d22e148b933d6614b5c153ded2bcfcf7d,7,2013,2203,e6afc72b68e255cc8f37dc717b079dda00f55fea5c327d20ff7c90c955b8a09c,e6afc72b68e255cc8f37dc717b079dda00f55fea5c327d20ff7c90c955b8a09c,190
BRIDGE8c1be9e1a45dd63f,K250543:action,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1496,1715,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,219
BRIDGE0616e6a2faf4e999,K250543:action,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1716,1900,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,184
BRIDGE712e356e63cbab82,K250543:input,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1496,1715,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,219
BRIDGEa6bde27d70d460db,K250543:input,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1716,1900,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,184
BRIDGE3f2cc5619f33b3fe,K250543:output,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1496,1715,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,cae398e1145a552a34f4e3ccdb87e567461fbc6501b0e3a4bfb9220305e430e1,219
BRIDGE634ff78cdfb0b17c,K250543:output,K250543,K250543,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250543.pdf,SRC00577,ac4a4d4689bbaee46b35b694a000f684237fbe7c9507db132ee2cb3060fd220c,b79b22e8fe55501e59bf55d0799673b780c88099d7f4fad26be134c2460dfc7d,7,1716,1900,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,d7bb779d71e539075269cdb60efd367476bdca6b9d90cb9b84b85baa800795eb,184
BRIDGE8f1d5453caa9dd7f,K250877:component_status,K250877,K250877,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250877.pdf,SRC00519,a89ac1f6817d9abda5e46f00ee114e0185326790504e90f04a172721e7b477ac,a173846e4515fea32aeb7457f2d37a2ed986e84571d4cf4a5e0e6ab0e2d5de0f,6,1865,2114,22059130b33dc206dd8fa34fdbb762840c674c66bfb295ec41856156e0b458ab,22059130b33dc206dd8fa34fdbb762840c674c66bfb295ec41856156e0b458ab,249
BRIDGEec94b381ef13dbb6,K250877:component_status,K250877,K250877,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250877.pdf,SRC00519,a89ac1f6817d9abda5e46f00ee114e0185326790504e90f04a172721e7b477ac,a173846e4515fea32aeb7457f2d37a2ed986e84571d4cf4a5e0e6ab0e2d5de0f,6,2440,2492,f8146b7b569d20008e914341d4fc0438209c7dc578021c38a00207d63256a0ab,f8146b7b569d20008e914341d4fc0438209c7dc578021c38a00207d63256a0ab,52
BRIDGEa4faccd699b182a7,K251399:action,K251399,K251399,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251399.pdf,SRC00374,adc67a951f24b9cd75d61c79bc997e0636a5d4f159923a568c746dcc9022f105,d6dc105a1b73f6e501331f70529139b4b7a51f14c5e4f7f40794cda5163ca356,6,1234,1369,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,135
BRIDGEeaeb3a87d7c5cb58,K251399:input,K251399,K251399,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251399.pdf,SRC00374,adc67a951f24b9cd75d61c79bc997e0636a5d4f159923a568c746dcc9022f105,d6dc105a1b73f6e501331f70529139b4b7a51f14c5e4f7f40794cda5163ca356,6,1234,1369,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,135
BRIDGEd3d060a46fdeabb7,K251399:output,K251399,K251399,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251399.pdf,SRC00374,adc67a951f24b9cd75d61c79bc997e0636a5d4f159923a568c746dcc9022f105,d6dc105a1b73f6e501331f70529139b4b7a51f14c5e4f7f40794cda5163ca356,6,1234,1369,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,c7e941a890ec20326db0e436b8b99a1dd7ad66b72983938d469c6d3e256b0698,135
BRIDGEbbfd87ad4fd0f212,K251901:component_status,K251901,K251901,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1607,1893,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,286
BRIDGE91b6887a3d82a5de,K251901:input,K251901,K251901,SUBJECT_SOURCE_ADDITIONAL_DETAIL,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1651,1746,b82e5c6b9e9665ca50a15453e08a1d2b325c8e440e6c72a0cd70fef2ab6068a2,b82e5c6b9e9665ca50a15453e08a1d2b325c8e440e6c72a0cd70fef2ab6068a2,95
BRIDGE7c92cbb82aa2c704,K251901:input,K251901,K251901,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1607,1893,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,286
BRIDGE2d23601c5d5dc4e9,K251901:output,K251901,K251901,SUBJECT_SOURCE_ADDITIONAL_DETAIL,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1651,1746,b82e5c6b9e9665ca50a15453e08a1d2b325c8e440e6c72a0cd70fef2ab6068a2,b82e5c6b9e9665ca50a15453e08a1d2b325c8e440e6c72a0cd70fef2ab6068a2,95
BRIDGE3d78a8df3d8a2ccf,K251901:output,K251901,K251901,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1607,1893,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,286
BRIDGE4da8cf6a77f5fc33,K251901:setting,K251901,K251901,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1607,1893,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,286
BRIDGEb55621cc703fe074,K251901:user,K251901,K251901,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251901.pdf,SRC00081,d6140dbf557dd13ce28b29eb06d80777de791c2178c1225e80b4257ac22b2dba,7845244be73ad781f2b52df492bd9ed7760a45c946773025681f08f5af49a180,5,1607,1893,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,457ea4dd3099442df2a09f2881a1450a3dd65aecff6dd308d4de3f97da458b41,286
BRIDGEdd743851312f1130,K252371:action,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,6,638,911,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,273
BRIDGE45198643f4631cd8,K252371:action,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,8,352,501,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,149
BRIDGE0a645a546d9827af,K252371:component_status,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,6,638,911,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,273
BRIDGE321209f4426749cc,K252371:component_status,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,8,352,501,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,149
BRIDGE093edb51f2bb3aba,K252371:input,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,6,638,911,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,273
BRIDGE5f0c0c9a393975dc,K252371:input,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,8,352,501,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,149
BRIDGEde33ac4f38e6c87f,K252371:output,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,6,638,911,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,0c0b694b0f4b3495d83807c87e8321f09f4c2965200ae225d3f2cff92dbf0d3a,273
BRIDGE5e2c1c73460051fc,K252371:output,K252371,K252371,SUBJECT_TO_ASSOCIATED_SOURCE_BRIDGE,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252371.pdf,SRC00344,9217815f19548f9b0d0a0f9120d949aa176e5623e9bd51f01b32cc53e8c19c8c,dfc0bdcb0e96f6d8f3e2f1026b9e23af1e30aadc9f49a553c824a79ec533aa55,8,352,501,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,ea4123000dd4bc4b1cf8251f452c218144f33805d62cdd51bdce6b7daf692659,149
